#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Host Connected,Button Down,Button Up,End of File
2440,07/11/2022 17:30:00,24.10,-60.11,7.93,,,,
2441,07/11/2022 17:45:00,24.12,-60.47,7.93,,,,
2442,07/11/2022 18:00:00,24.12,-60.39,7.93,,,,
2443,07/11/2022 18:15:00,24.10,-60.58,7.94,,,,
2444,07/11/2022 18:30:00,24.15,-61.10,7.95,,,,
2445,07/11/2022 18:45:00,24.10,-60.83,7.94,,,,
2446,07/11/2022 19:00:00,24.05,-60.49,7.93,,,,
2447,07/11/2022 19:15:00,24.00,-60.33,7.93,,,,
2448,07/11/2022 19:30:00,23.95,-60.14,7.93,,,,
2449,07/11/2022 19:45:00,23.91,-60.41,7.93,,,,
2450,07/11/2022 20:00:00,23.83,-60.24,7.93,,,,
2451,07/11/2022 20:15:00,23.76,-59.80,7.92,,,,
2452,07/11/2022 20:30:00,23.71,-59.35,7.92,,,,
2453,07/11/2022 20:45:00,23.64,-59.55,7.92,,,,
2454,07/11/2022 21:00:00,23.62,-59.20,7.91,,,,
2455,07/11/2022 21:15:00,23.59,-58.60,7.90,,,,
2456,07/11/2022 21:30:00,23.52,-58.75,7.91,,,,
2457,07/11/2022 21:45:00,23.47,-58.36,7.90,,,,
2458,07/11/2022 22:00:00,23.47,-58.49,7.90,,,,
2459,07/11/2022 22:15:00,23.35,-57.91,7.89,,,,
2460,07/11/2022 22:30:00,23.33,-57.61,7.89,,,,
2461,07/11/2022 22:45:00,23.38,-57.03,7.88,,,,
2462,07/11/2022 23:00:00,23.40,-55.58,7.85,,,,
2463,07/11/2022 23:15:00,23.33,-52.13,7.79,,,,
2464,07/11/2022 23:30:00,23.33,-55.31,7.85,,,,
2465,07/11/2022 23:45:00,23.33,-55.97,7.86,,,,
2466,07/12/2022 00:00:00,23.30,-55.83,7.86,,,,
2467,07/12/2022 00:15:00,23.28,-56.94,7.87,,,,
2468,07/12/2022 00:30:00,23.18,-55.78,7.85,,,,
2469,07/12/2022 00:45:00,23.16,-55.72,7.85,,,,
2470,07/12/2022 01:00:00,23.18,-56.13,7.86,,,,
2471,07/12/2022 01:15:00,23.23,-56.20,7.86,,,,
2472,07/12/2022 01:30:00,23.23,-56.27,7.86,,,,
2473,07/12/2022 01:45:00,23.28,-56.11,7.86,,,,
2474,07/12/2022 02:00:00,23.28,-56.49,7.87,,,,
2475,07/12/2022 02:15:00,23.28,-56.56,7.87,,,,
2476,07/12/2022 02:30:00,23.30,-56.30,7.86,,,,
2477,07/12/2022 02:45:00,23.38,-55.75,7.85,,,,
2478,07/12/2022 03:00:00,23.42,-55.75,7.85,,,,
2479,07/12/2022 03:15:00,23.50,-56.00,7.86,,,,
2480,07/12/2022 03:30:00,23.62,-56.63,7.87,,,,
2481,07/12/2022 03:45:00,23.79,-57.36,7.88,,,,
2482,07/12/2022 04:00:00,23.98,-58.02,7.89,,,,
2483,07/12/2022 04:15:00,24.12,-58.13,7.89,,,,
2484,07/12/2022 04:30:00,24.19,-57.94,7.89,,,,
2485,07/12/2022 04:45:00,24.19,-57.92,7.89,,,,
2486,07/12/2022 05:00:00,24.12,-56.81,7.87,,,,
2487,07/12/2022 05:15:00,23.95,-56.92,7.87,,,,
2488,07/12/2022 05:30:00,23.81,-56.91,7.87,,,,
2489,07/12/2022 05:45:00,23.71,-56.06,7.86,,,,
2490,07/12/2022 06:00:00,23.21,-56.25,7.86,,,,
2491,07/12/2022 06:15:00,23.02,-56.30,7.86,,,,
2492,07/12/2022 06:30:00,22.94,-55.89,7.86,,,,
2493,07/12/2022 06:45:00,22.90,-56.02,7.86,,,,
2494,07/12/2022 07:00:00,22.94,-55.94,7.86,,,,
2495,07/12/2022 07:15:00,22.94,-56.02,7.86,,,,
2496,07/12/2022 07:30:00,22.92,-56.30,7.86,,,,
2497,07/12/2022 07:45:00,22.90,-56.67,7.87,,,,
2498,07/12/2022 08:00:00,22.90,-56.49,7.87,,,,
2499,07/12/2022 08:15:00,22.90,-56.06,7.86,,,,
2500,07/12/2022 08:30:00,22.92,-56.14,7.86,,,,
2501,07/12/2022 08:45:00,22.94,-56.00,7.86,,,,
2502,07/12/2022 09:00:00,22.99,-55.97,7.86,,,,
2503,07/12/2022 09:15:00,23.04,-55.58,7.85,,,,
2504,07/12/2022 09:30:00,23.04,-55.50,7.85,,,,
2505,07/12/2022 09:45:00,23.09,-55.55,7.85,,,,
2506,07/12/2022 10:00:00,23.21,-55.52,7.85,,,,
2507,07/12/2022 10:15:00,23.21,-55.67,7.85,,,,
2508,07/12/2022 10:30:00,23.26,-56.22,7.86,,,,
2509,07/12/2022 10:45:00,23.23,-57.19,7.88,,,,
2510,07/12/2022 11:00:00,23.23,-57.42,7.88,,,,
2511,07/12/2022 11:15:00,23.18,-57.41,7.88,,,,
2512,07/12/2022 11:30:00,23.21,-57.49,7.88,,,,
2513,07/12/2022 11:45:00,23.30,-57.36,7.88,,,,
2514,07/12/2022 12:00:00,23.28,-56.86,7.87,,,,
2515,07/12/2022 12:15:00,23.47,-57.45,7.88,,,,
2516,07/12/2022 12:30:00,23.93,-58.89,7.91,,,,
2517,07/12/2022 12:45:00,24.03,-58.85,7.91,,,,
2518,07/12/2022 13:00:00,24.15,-58.14,7.89,,,,
2519,07/12/2022 13:15:00,24.22,-58.19,7.89,,,,
2520,07/12/2022 13:30:00,24.29,-58.45,7.90,,,,
2521,07/12/2022 13:45:00,24.34,-57.97,7.89,,,,
2522,07/12/2022 14:00:00,24.41,-58.45,7.90,,,,
2523,07/12/2022 14:15:00,24.51,-59.47,7.92,,,,
2524,07/12/2022 14:30:00,24.58,-59.16,7.91,,,,
2525,07/12/2022 14:45:00,24.68,-60.58,7.93,,,,
2526,07/12/2022 15:00:00,24.70,-61.47,7.95,,,,
2527,07/12/2022 15:15:00,24.80,-61.38,7.95,,,,
2528,07/12/2022 15:30:00,24.82,-61.74,7.95,,,,
2529,07/12/2022 15:45:00,24.80,-62.14,7.96,,,,
2530,07/12/2022 16:00:00,24.85,-62.81,7.97,,,,
2531,07/12/2022 16:15:00,24.97,-63.53,7.99,,,,
2532,07/12/2022 16:30:00,25.09,-64.35,8.00,,,,
2533,07/12/2022 16:45:00,25.16,-64.28,8.00,,,,
2534,07/12/2022 17:00:00,25.19,-64.35,8.00,,,,
2535,07/12/2022 17:15:00,25.36,-66.50,8.04,,,,
2536,07/12/2022 17:30:00,25.19,-64.99,8.01,,,,
2537,07/12/2022 17:45:00,24.75,-63.42,7.98,,,,
2538,07/12/2022 18:00:00,24.29,-59.63,7.92,,,,
2539,07/12/2022 18:15:00,24.15,-59.52,7.92,,,,
2540,07/12/2022 18:30:00,24.07,-59.10,7.91,,,,
2541,07/12/2022 18:45:00,24.05,-58.49,7.90,,,,
2542,07/12/2022 19:00:00,24.07,-59.08,7.91,,,,
2543,07/12/2022 19:15:00,23.98,-58.70,7.90,,,,
2544,07/12/2022 19:30:00,23.95,-58.89,7.91,,,,
2545,07/12/2022 19:45:00,23.93,-59.58,7.92,,,,
2546,07/12/2022 20:00:00,23.93,-59.28,7.91,,,,
2547,07/12/2022 20:15:00,23.91,-59.03,7.91,,,,
2548,07/12/2022 20:30:00,23.83,-58.63,7.90,,,,
2549,07/12/2022 20:45:00,23.74,-58.44,7.90,,,,
2550,07/12/2022 21:00:00,23.64,-58.41,7.90,,,,
2551,07/12/2022 21:15:00,23.62,-58.35,7.90,,,,
2552,07/12/2022 21:30:00,23.54,-58.24,7.90,,,,
2553,07/12/2022 21:45:00,23.50,-57.64,7.89,,,,
2554,07/12/2022 22:00:00,23.50,-57.44,7.88,,,,
2555,07/12/2022 22:15:00,23.45,-56.58,7.87,,,,
2556,07/12/2022 22:30:00,23.42,-56.44,7.87,,,,
2557,07/12/2022 22:45:00,23.40,-56.60,7.87,,,,
2558,07/12/2022 23:00:00,23.38,-56.22,7.86,,,,
2559,07/12/2022 23:15:00,23.33,-56.39,7.87,,,,
2560,07/12/2022 23:30:00,23.40,-56.47,7.87,,,,
2561,07/12/2022 23:45:00,23.40,-54.52,7.83,,,,
2562,07/13/2022 00:00:00,23.45,-53.02,7.81,,,,
2563,07/13/2022 00:15:00,23.40,-51.80,7.78,,,,
2564,07/13/2022 00:30:00,23.50,-52.31,7.79,,,,
2565,07/13/2022 00:45:00,23.57,-52.11,7.79,,,,
2566,07/13/2022 01:00:00,23.54,-51.70,7.78,,,,
2567,07/13/2022 01:15:00,23.52,-53.31,7.81,,,,
2568,07/13/2022 01:30:00,23.42,-53.08,7.81,,,,
2569,07/13/2022 01:45:00,23.47,-53.38,7.81,,,,
2570,07/13/2022 02:00:00,23.52,-53.77,7.82,,,,
2571,07/13/2022 02:15:00,23.54,-52.72,7.80,,,,
2572,07/13/2022 02:30:00,23.59,-52.16,7.79,,,,
2573,07/13/2022 02:45:00,23.62,-52.36,7.79,,,,
2574,07/13/2022 03:00:00,23.69,-53.30,7.81,,,,
2575,07/13/2022 03:15:00,23.76,-53.41,7.81,,,,
2576,07/13/2022 03:30:00,23.81,-53.25,7.81,,,,
2577,07/13/2022 03:45:00,23.93,-53.70,7.82,,,,
2578,07/13/2022 04:00:00,24.00,-54.00,7.82,,,,
2579,07/13/2022 04:15:00,24.15,-55.25,7.84,,,,
2580,07/13/2022 04:30:00,24.29,-56.63,7.87,,,,
2581,07/13/2022 04:45:00,24.44,-57.39,7.88,,,,
2582,07/13/2022 05:00:00,24.56,-58.42,7.90,,,,
2583,07/13/2022 05:15:00,24.65,-58.70,7.90,,,,
2584,07/13/2022 05:30:00,24.75,-57.27,7.88,,,,
2585,07/13/2022 05:45:00,24.77,-57.03,7.87,,,,
2586,07/13/2022 06:00:00,24.77,-55.60,7.85,,,,
2587,07/13/2022 06:15:00,24.63,-56.25,7.86,,,,
2588,07/13/2022 06:30:00,24.60,-55.35,7.84,,,,
2589,07/13/2022 06:45:00,24.53,-55.66,7.85,,,,
2590,07/13/2022 07:00:00,23.98,-55.88,7.85,,,,
2591,07/13/2022 07:15:00,23.88,-55.92,7.86,,,,
2592,07/13/2022 07:30:00,23.81,-55.70,7.85,,,,
2593,07/13/2022 07:45:00,23.74,-55.55,7.85,,,,
2594,07/13/2022 08:00:00,23.66,-55.22,7.84,,,,
2595,07/13/2022 08:15:00,23.69,-55.31,7.85,,,,
2596,07/13/2022 08:30:00,23.64,-56.31,7.86,,,,
2597,07/13/2022 08:45:00,23.59,-56.27,7.86,,,,
2598,07/13/2022 09:00:00,23.59,-56.13,7.86,,,,
2599,07/13/2022 09:15:00,23.64,-56.11,7.86,,,,
2600,07/13/2022 09:30:00,23.66,-55.36,7.85,,,,
2601,07/13/2022 09:45:00,23.74,-54.97,7.84,,,,
2602,07/13/2022 10:00:00,23.93,-54.22,7.83,,,,
2603,07/13/2022 10:15:00,23.88,-54.70,7.83,,,,
2604,07/13/2022 10:30:00,23.91,-54.42,7.83,,,,
2605,07/13/2022 10:45:00,23.95,-54.35,7.83,,,,
2606,07/13/2022 11:00:00,24.10,-54.80,7.84,,,,
2607,07/13/2022 11:15:00,24.29,-53.97,7.82,,,,
2608,07/13/2022 11:30:00,24.46,-53.39,7.81,,,,
2609,07/13/2022 11:45:00,24.24,-55.97,7.86,,,,
2610,07/13/2022 12:00:00,24.24,-56.89,7.87,,,,
2611,07/13/2022 12:15:00,24.41,-58.92,7.91,,,,
2612,07/13/2022 12:30:00,24.48,-59.53,7.92,,,,
2613,07/13/2022 12:45:00,24.51,-59.44,7.92,,,,
2614,07/13/2022 13:00:00,24.58,-58.86,7.90,,,,
2615,07/13/2022 13:15:00,24.65,-57.49,7.88,,,,
2616,07/13/2022 13:30:00,24.82,-54.63,7.83,,,,
2617,07/13/2022 13:45:00,25.16,-56.89,7.87,,,,
2618,07/13/2022 14:00:00,25.16,-58.64,7.90,,,,
2619,07/13/2022 14:15:00,25.26,-59.08,7.91,,,,
2620,07/13/2022 14:30:00,25.40,-59.31,7.91,,,,
2621,07/13/2022 14:45:00,25.48,-58.92,7.90,,,,
2622,07/13/2022 15:00:00,25.57,-57.31,7.87,,,,
2623,07/13/2022 15:15:00,25.55,-58.08,7.89,,,,
2624,07/13/2022 15:30:00,25.53,-59.20,7.91,,,,
2625,07/13/2022 15:45:00,25.50,-59.33,7.91,,,,
2626,07/13/2022 16:00:00,25.57,-60.50,7.93,,,,
2627,07/13/2022 16:15:00,25.65,-61.24,7.94,,,,
2628,07/13/2022 16:30:00,25.70,-61.50,7.95,,,,
2629,07/13/2022 16:45:00,25.74,-62.80,7.97,,,,
2630,07/13/2022 17:00:00,25.87,-63.03,7.97,,,,
2631,07/13/2022 17:15:00,26.13,-63.85,7.99,,,,
2632,07/13/2022 17:30:00,26.13,-63.33,7.98,,,,
2633,07/13/2022 17:45:00,26.16,-64.46,8.00,,,,
2634,07/13/2022 18:00:00,26.52,-64.64,8.00,,,,
2635,07/13/2022 18:15:00,26.52,-65.06,8.01,,,,
2636,07/13/2022 18:30:00,25.87,-62.31,7.96,,,,
2637,07/13/2022 18:45:00,25.23,-62.42,7.97,,,,
2638,07/13/2022 19:00:00,25.04,-61.31,7.95,,,,
2639,07/13/2022 19:15:00,24.82,-60.33,7.93,,,,
2640,07/13/2022 19:30:00,24.80,-61.00,7.94,,,,
2641,07/13/2022 19:45:00,24.80,-60.88,7.94,,,,
2642,07/13/2022 20:00:00,24.70,-60.16,7.93,,,,
2643,07/13/2022 20:15:00,24.63,-60.02,7.92,,,,
2644,07/13/2022 20:30:00,24.51,-59.64,7.92,,,,
2645,07/13/2022 20:45:00,24.46,-59.42,7.91,,,,
2646,07/13/2022 21:00:00,24.41,-59.27,7.91,,,,
2647,07/13/2022 21:15:00,24.39,-59.30,7.91,,,,
2648,07/13/2022 21:30:00,24.36,-59.58,7.92,,,,
2649,07/13/2022 21:45:00,24.34,-59.89,7.92,,,,
2650,07/13/2022 22:00:00,24.24,-59.58,7.92,,,,
2651,07/13/2022 22:15:00,24.19,-58.94,7.91,,,,
2652,07/13/2022 22:30:00,24.10,-58.69,7.90,,,,
2653,07/13/2022 22:45:00,24.03,-58.58,7.90,,,,
2654,07/13/2022 23:00:00,24.05,-58.13,7.89,,,,
2655,07/13/2022 23:15:00,24.00,-58.06,7.89,,,,
2656,07/13/2022 23:30:00,23.93,-58.06,7.89,,,,
2657,07/13/2022 23:45:00,23.95,-57.88,7.89,,,,
2658,07/14/2022 00:00:00,23.93,-57.61,7.88,,,,
2659,07/14/2022 00:15:00,23.95,-57.25,7.88,,,,
2660,07/14/2022 00:30:00,24.00,-56.60,7.87,,,,
2661,07/14/2022 00:45:00,24.00,-55.30,7.84,,,,
2662,07/14/2022 01:00:00,24.03,-52.03,7.79,,,,
2663,07/14/2022 01:15:00,24.00,-50.52,7.76,,,,
2664,07/14/2022 01:30:00,23.98,-50.85,7.77,,,,
2665,07/14/2022 01:45:00,24.05,-53.78,7.82,,,,
2666,07/14/2022 02:00:00,24.07,-53.53,7.81,,,,
2667,07/14/2022 02:15:00,24.00,-53.91,7.82,,,,
2668,07/14/2022 02:30:00,23.88,-54.42,7.83,,,,
2669,07/14/2022 02:45:00,23.88,-54.92,7.84,,,,
2670,07/14/2022 03:00:00,23.95,-54.44,7.83,,,,
2671,07/14/2022 03:15:00,24.03,-55.10,7.84,,,,
2672,07/14/2022 03:30:00,24.07,-54.61,7.83,,,,
2673,07/14/2022 03:45:00,24.15,-54.58,7.83,,,,
2674,07/14/2022 04:00:00,24.22,-54.85,7.84,,,,
2675,07/14/2022 04:15:00,24.36,-55.03,7.84,,,,
2676,07/14/2022 04:30:00,24.46,-55.06,7.84,,,,
2677,07/14/2022 04:45:00,24.56,-55.55,7.85,,,,
2678,07/14/2022 05:00:00,24.70,-56.05,7.86,,,,
2679,07/14/2022 05:15:00,24.90,-56.80,7.87,,,,
2680,07/14/2022 05:30:00,25.06,-57.58,7.88,,,,
2681,07/14/2022 05:45:00,25.21,-58.14,7.89,,,,
2682,07/14/2022 06:00:00,25.38,-58.75,7.90,,,,
2683,07/14/2022 06:15:00,25.50,-58.91,7.90,,,,
2684,07/14/2022 06:30:00,25.53,-58.66,7.90,,,,
2685,07/14/2022 06:45:00,25.53,-58.88,7.90,,,,
2686,07/14/2022 07:00:00,25.50,-58.63,7.90,,,,
2687,07/14/2022 07:15:00,25.36,-58.36,7.89,,,,
2688,07/14/2022 07:30:00,25.31,-55.78,7.85,,,,
2689,07/14/2022 07:45:00,24.85,-55.49,7.84,,,,
2690,07/14/2022 08:00:00,24.53,-55.88,7.85,,,,
2691,07/14/2022 08:15:00,24.36,-55.49,7.85,,,,
2692,07/14/2022 08:30:00,24.24,-55.30,7.84,,,,
2693,07/14/2022 08:45:00,24.17,-55.91,7.85,,,,
2694,07/14/2022 09:00:00,24.15,-55.91,7.85,,,,
2695,07/14/2022 09:15:00,24.15,-56.16,7.86,,,,
2696,07/14/2022 09:30:00,24.15,-56.53,7.87,,,,
2697,07/14/2022 09:45:00,24.17,-56.44,7.86,,,,
2698,07/14/2022 10:00:00,24.22,-56.38,7.86,,,,
2699,07/14/2022 10:15:00,24.24,-55.88,7.85,,,,
2700,07/14/2022 10:30:00,24.27,-55.75,7.85,,,,
2701,07/14/2022 10:45:00,24.34,-55.47,7.85,,,,
2702,07/14/2022 11:00:00,24.36,-54.56,7.83,,,,
2703,07/14/2022 11:15:00,24.41,-55.02,7.84,,,,
2704,07/14/2022 11:30:00,24.48,-54.27,7.82,,,,
2705,07/14/2022 11:45:00,24.58,-53.64,7.81,,,,
2706,07/14/2022 12:00:00,24.63,-55.20,7.84,,,,
2707,07/14/2022 12:15:00,24.73,-55.89,7.85,,,,
2708,07/14/2022 12:30:00,24.87,-56.61,7.86,,,,
2709,07/14/2022 12:45:00,25.14,-59.11,7.91,,,,
2710,07/14/2022 13:00:00,25.26,-59.83,7.92,,,,
2711,07/14/2022 13:15:00,25.21,-59.83,7.92,,,,
2712,07/14/2022 13:30:00,25.26,-59.99,7.92,,,,
2713,07/14/2022 13:45:00,25.36,-59.42,7.91,,,,
2714,07/14/2022 14:00:00,25.48,-57.44,7.88,,,,
2715,07/14/2022 14:15:00,25.60,-55.75,7.85,,,,
2716,07/14/2022 14:30:00,25.84,-57.44,7.88,,,,
2717,07/14/2022 14:45:00,25.91,-56.70,7.86,,,,
2718,07/14/2022 15:00:00,25.91,-57.11,7.87,,,,
2719,07/14/2022 15:15:00,26.04,-57.91,7.88,,,,
2720,07/14/2022 15:30:00,26.16,-58.17,7.89,,,,
2721,07/14/2022 15:45:00,26.16,-57.77,7.88,,,,
2722,07/14/2022 16:00:00,26.11,-57.60,7.88,,,,
2723,07/14/2022 16:15:00,26.08,-59.31,7.91,,,,
2724,07/14/2022 16:30:00,26.04,-59.31,7.91,,,,
2725,07/14/2022 16:45:00,26.04,-60.03,7.92,,,,
2726,07/14/2022 17:00:00,26.04,-61.16,7.94,,,,
2727,07/14/2022 17:15:00,26.04,-61.66,7.95,,,,
2728,07/14/2022 17:30:00,26.01,-61.35,7.94,,,,
2729,07/14/2022 17:45:00,26.04,-61.75,7.95,,,,
2730,07/14/2022 18:00:00,26.16,-62.88,7.97,,,,
2731,07/14/2022 18:15:00,26.33,-61.52,7.95,,,,
2732,07/14/2022 18:30:00,26.38,-61.85,7.95,,,,
2733,07/14/2022 18:45:00,26.40,-60.99,7.94,,,,
2734,07/14/2022 19:00:00,26.45,-59.69,7.91,,,,
2735,07/14/2022 19:15:00,26.62,-64.03,7.99,,,,
2736,07/14/2022 19:30:00,26.01,-60.81,7.93,,,,
2737,07/14/2022 19:45:00,25.65,-61.08,7.94,,,,
2738,07/14/2022 20:00:00,25.36,-60.39,7.93,,,,
2739,07/14/2022 20:15:00,25.28,-60.17,7.93,,,,
2740,07/14/2022 20:30:00,25.16,-59.17,7.91,,,,
2741,07/14/2022 20:45:00,25.14,-59.02,7.91,,,,
2742,07/14/2022 21:00:00,25.09,-58.63,7.90,,,,
2743,07/14/2022 21:15:00,25.09,-58.52,7.90,,,,
2744,07/14/2022 21:30:00,24.97,-57.88,7.89,,,,
2745,07/14/2022 21:45:00,24.85,-57.25,7.88,,,,
2746,07/14/2022 22:00:00,24.80,-56.64,7.87,,,,
2747,07/14/2022 22:15:00,24.73,-56.80,7.87,,,,
2748,07/14/2022 22:30:00,24.73,-56.80,7.87,,,,
2749,07/14/2022 22:45:00,24.77,-57.27,7.88,,,,
2750,07/14/2022 23:00:00,24.75,-57.20,7.88,,,,
2751,07/14/2022 23:15:00,24.70,-56.88,7.87,,,,
2752,07/14/2022 23:30:00,24.65,-56.38,7.86,,,,
2753,07/14/2022 23:45:00,24.58,-55.81,7.85,,,,
2754,07/15/2022 00:00:00,24.56,-55.75,7.85,,,,
2755,07/15/2022 00:15:00,24.51,-55.44,7.85,,,,
2756,07/15/2022 00:30:00,24.51,-55.61,7.85,,,,
2757,07/15/2022 00:45:00,24.53,-55.64,7.85,,,,
2758,07/15/2022 01:00:00,24.51,-55.39,7.84,,,,
2759,07/15/2022 01:15:00,24.48,-55.24,7.84,,,,
2760,07/15/2022 01:30:00,24.51,-55.02,7.84,,,,
2761,07/15/2022 01:45:00,24.53,-54.20,7.82,,,,
2762,07/15/2022 02:00:00,24.58,-51.00,7.77,,,,
2763,07/15/2022 02:15:00,24.60,-51.61,7.78,,,,
2764,07/15/2022 02:30:00,24.51,-51.38,7.77,,,,
2765,07/15/2022 02:45:00,24.53,-51.11,7.77,,,,
2766,07/15/2022 03:00:00,24.51,-50.80,7.76,,,,
2767,07/15/2022 03:15:00,24.41,-50.08,7.75,,,,
2768,07/15/2022 03:30:00,24.39,-50.39,7.76,,,,
2769,07/15/2022 03:45:00,24.41,-50.55,7.76,,,,
2770,07/15/2022 04:00:00,24.44,-50.52,7.76,,,,
2771,07/15/2022 04:15:00,24.48,-50.83,7.76,,,,
2772,07/15/2022 04:30:00,24.51,-51.33,7.77,,,,
2773,07/15/2022 04:45:00,24.58,-51.33,7.77,,,,
2774,07/15/2022 05:00:00,24.63,-51.61,7.78,,,,
2775,07/15/2022 05:15:00,24.73,-50.94,7.77,,,,
2776,07/15/2022 05:30:00,24.75,-51.30,7.77,,,,
2777,07/15/2022 05:45:00,24.85,-51.60,7.78,,,,
2778,07/15/2022 06:00:00,25.02,-52.08,7.78,,,,
2779,07/15/2022 06:15:00,25.16,-53.86,7.82,,,,
2780,07/15/2022 06:30:00,25.38,-54.88,7.83,,,,
2781,07/15/2022 06:45:00,25.57,-55.06,7.84,,,,
2782,07/15/2022 07:00:00,25.72,-55.24,7.84,,,,
2783,07/15/2022 07:15:00,25.77,-55.10,7.84,,,,
2784,07/15/2022 07:30:00,25.82,-55.08,7.84,,,,
2785,07/15/2022 07:45:00,25.79,-54.52,7.83,,,,
2786,07/15/2022 08:00:00,25.72,-52.67,7.79,,,,
2787,07/15/2022 08:15:00,25.62,-52.88,7.80,,,,
2788,07/15/2022 08:30:00,25.57,-53.95,7.82,,,,
2789,07/15/2022 08:45:00,25.04,-55.00,7.84,,,,
2790,07/15/2022 09:00:00,24.75,-55.70,7.85,,,,
2791,07/15/2022 09:15:00,24.70,-55.53,7.85,,,,
2792,07/15/2022 09:30:00,24.60,-55.66,7.85,,,,
2793,07/15/2022 09:45:00,24.58,-56.08,7.86,,,,
2794,07/15/2022 10:00:00,24.58,-55.92,7.85,,,,
2795,07/15/2022 10:15:00,24.53,-56.35,7.86,,,,
2796,07/15/2022 10:30:00,24.51,-55.63,7.85,,,,
2797,07/15/2022 10:45:00,24.58,-55.92,7.85,,,,
2798,07/15/2022 11:00:00,24.63,-55.85,7.85,,,,
2799,07/15/2022 11:15:00,24.63,-55.86,7.85,,,,
2800,07/15/2022 11:30:00,24.63,-55.33,7.84,,,,
2801,07/15/2022 11:45:00,24.68,-55.33,7.84,,,,
2802,07/15/2022 12:00:00,24.73,-54.94,7.84,,,,
2803,07/15/2022 12:15:00,24.80,-54.56,7.83,,,,
2804,07/15/2022 12:30:00,24.87,-54.69,7.83,,,,
2805,07/15/2022 12:45:00,24.94,-54.49,7.83,,,,
2806,07/15/2022 13:00:00,25.06,-56.41,7.86,,,,
2807,07/15/2022 13:15:00,25.11,-57.13,7.87,,,,
2808,07/15/2022 13:30:00,25.31,-59.19,7.91,,,,
2809,07/15/2022 13:45:00,25.38,-59.61,7.92,,,,
2810,07/15/2022 14:00:00,25.36,-59.17,7.91,,,,
2811,07/15/2022 14:15:00,25.36,-58.75,7.90,,,,
2812,07/15/2022 14:30:00,25.40,-58.78,7.90,,,,
2813,07/15/2022 14:45:00,25.48,-57.50,7.88,,,,
2814,07/15/2022 15:00:00,25.57,-56.31,7.86,,,,
2815,07/15/2022 15:15:00,25.65,-56.95,7.87,,,,
2816,07/15/2022 15:30:00,25.82,-57.35,7.87,,,,
2817,07/15/2022 15:45:00,25.82,-57.10,7.87,,,,
2818,07/15/2022 16:00:00,25.89,-58.42,7.89,,,,
2819,07/15/2022 16:15:00,26.04,-58.27,7.89,,,,
2820,07/15/2022 16:30:00,26.18,-59.06,7.90,,,,
2821,07/15/2022 16:45:00,26.26,-59.45,7.91,,,,
2822,07/15/2022 17:00:00,26.26,-59.50,7.91,,,,
2823,07/15/2022 17:15:00,26.30,-60.27,7.92,,,,
2824,07/15/2022 17:30:00,26.33,-60.88,7.93,,,,
2825,07/15/2022 17:45:00,26.35,-61.71,7.95,,,,
2826,07/15/2022 18:00:00,26.26,-61.75,7.95,,,,
2827,07/15/2022 18:15:00,26.23,-61.77,7.95,,,,
2828,07/15/2022 18:30:00,26.26,-62.33,7.96,,,,
2829,07/15/2022 18:45:00,26.30,-62.05,7.96,,,,
2830,07/15/2022 19:00:00,26.35,-62.25,7.96,,,,
2831,07/15/2022 19:15:00,26.30,-62.28,7.96,,,,
2832,07/15/2022 19:30:00,26.30,-61.86,7.95,,,,
2833,07/15/2022 19:45:00,26.30,-60.20,7.92,,,,
2834,07/15/2022 20:00:00,25.84,-60.66,7.93,,,,
2835,07/15/2022 20:15:00,25.87,-61.17,7.94,,,,
2836,07/15/2022 20:30:00,26.21,-60.80,7.93,,,,
2837,07/15/2022 20:45:00,25.55,-60.97,7.94,,,,
2838,07/15/2022 21:00:00,25.33,-60.30,7.93,,,,
2839,07/15/2022 21:15:00,25.19,-59.95,7.92,,,,
2840,07/15/2022 21:30:00,25.11,-59.39,7.91,,,,
2841,07/15/2022 21:45:00,25.09,-58.85,7.90,,,,
2842,07/15/2022 22:00:00,25.06,-58.47,7.90,,,,
2843,07/15/2022 22:15:00,25.04,-58.27,7.89,,,,
2844,07/15/2022 22:30:00,24.99,-57.66,7.88,,,,
2845,07/15/2022 22:45:00,24.87,-57.10,7.87,,,,
2846,07/15/2022 23:00:00,24.80,-56.64,7.87,,,,
2847,07/15/2022 23:15:00,24.70,-55.77,7.85,,,,
2848,07/15/2022 23:30:00,24.68,-55.41,7.84,,,,
2849,07/15/2022 23:45:00,24.65,-55.20,7.84,,,,
2850,07/16/2022 00:00:00,24.68,-55.00,7.84,,,,
2851,07/16/2022 00:15:00,24.68,-55.19,7.84,,,,
2852,07/16/2022 00:30:00,24.65,-55.24,7.84,,,,
2853,07/16/2022 00:45:00,24.60,-54.85,7.83,,,,
2854,07/16/2022 01:00:00,24.56,-54.25,7.82,,,,
2855,07/16/2022 01:15:00,24.48,-54.20,7.82,,,,
2856,07/16/2022 01:30:00,24.44,-53.92,7.82,,,,
2857,07/16/2022 01:45:00,24.36,-53.53,7.81,,,,
2858,07/16/2022 02:00:00,24.36,-53.56,7.81,,,,
2859,07/16/2022 02:15:00,24.36,-53.67,7.81,,,,
2860,07/16/2022 02:30:00,24.36,-53.39,7.81,,,,
