Start_date,Site,Treatment,Mesocosm (1-24),Location_code,ID (1-9),Color,,Start_len_mm,Start_height_mm,Start_thickness_mm,Start_note,Collection month,Collection_date,Elapsed_days,Transcriptomics sampling,depth_cm,AliveOrDead,Dead_lengths_mm,L_mm_extra,H_mm_extra,T_mm,Transcript_indiv,Collection_Notes,Additional notes,Dissection ID label,Color 1,Color 2,Len,Height,Start_height from marking,Growth increment from mark_height,Tin only,Tin + gonad + somatic tissue,Reweight total weight on different scale,Ash weight + tin,DW_g,Ash_wt_g,AFDW_g,Org_inorg_ratio,Incomplete ashing,notes,,
5/17/2022,Dennis,N,2,A3,1,R,,18.36,14.48,7.12,,July,6/28/2022,42,,C,D,20.1,20.1,18.2,8.1,,"Length seems low. Checked datasheet, and it is consistant with that. Check frozen sample?",,P224,R,,18.2,14.3,12.6,2.1,,,,,,,,,,"looks like red marking. Mismatch, data entered on worksheet below datatable",,
5/17/2022,Dennis,N,2,A3,2,Y,,19.22,14.83,7.63,,July,6/28/2022,42,,B,L,,24,18.7,10.1,,,,43T,Y,,23.9,18.6,14.4,5.1,1.099,1.2235,,1.1253,0.1245,0.0263,0.0982,78.88%,,,,
5/17/2022,Dennis,N,2,A3,3,B,,14.94,11.32,5.6,,July,6/28/2022,42,,B,L,,22.6,18.3,9.9,,,,44T,B,,22.6,18.3,11.5,8.9,1.109,1.224,,1.1306,0.115,0.0216,0.0934,81.22%,,,,
5/17/2022,Dennis,N,2,A3,4,L,,12.75,9.45,4.91,,July,6/28/2022,42,,B,L,,21.4,17.6,,,,,45T,L,,21.4,17.1,9.9,9,1.107,1.1988,,1.1243,0.0918,0.0173,0.0745,81.15%,,,,
5/17/2022,Dennis,N,2,A3,5,R,Y,14.17,11.18,5.82,,July,6/28/2022,42,,B,L,,22.6,18.4,10.4,,,,46T,R,Y,22.5,18.4,11.4,9.6,1.1,1.2171,,1.1229,0.1171,0.0229,0.0942,80.44%,,,,
5/17/2022,Dennis,N,2,A3,6,R,B,13.96,10.23,5.2,,July,6/28/2022,42,,C,D,14.2,14.2,10.6,6,,,,47T,R,B,,,10.2,0.4,,,,,dead,,,#VALUE!,,,,
5/17/2022,Dennis,N,2,A3,7,R,L,12.07,9.11,4.41,,July,6/28/2022,42,,C,D,12.6,12.6,9.7,5.2,,,,P223,R,L,12.7,9.6,9.1,1,,,,,,,,,,,,
5/17/2022,Dennis,N,2,A3,8,Y,B,12.98,9.54,4.95,,July,6/28/2022,42,,C,D,18.1,18.1,13.7,7.6,,,,P222,Y,B,18.1,13.8,9.4,5.3,,,,,,,,,,,,
5/17/2022,Dennis,N,2,A3,9,B,L,13.35,9.86,5.16,,July,6/28/2022,42,,B,L,,18.2,14.1,7.9,,,,48T,B,L,18.2,14,9.9,5.6,1.111,1.1672,,1.1239,0.0562,0.0129,0.0433,77.05%,,,,
5/17/2022,Dennis,N,3,A4,1,R,,16.82,13.14,6.37,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,2,Y,,13.12,9.81,4.83,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,3,B,,16.01,12.09,6.14,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,4,L,,12.3,9.07,4.6,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,5,R,Y,15.52,11.44,6.89,,September,9/11/2022,117,,>4,D,,,,,,,,,,,25.6,20,11.5,11.7,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,6,R,B,13.38,9.44,3.94,oblong - maybe different variety but stll looks like surfclam except for shape,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,7,R,L,18.38,13.4,6.79,,September,9/11/2022,117,,>4,L,,44.1,32.9,20.8,,,,1,LR,,44.1,32.9,13.7,19.2,1.088,1.852,,1.246,0.764,0.158,0.606,79.32%,Some muffled samples were still black like charcoal. These may have had some residual organic carbon left and would have a lower percent organic content than they should. These are labeled as b.,"During dissections, length and height marked as 27.5 and 21.2, but this doesn't match with tissue weight or previous value. Updating to prevopis value (44.1, 32.9). Also updating the growth increment value to match. Was 8, changing to 32.9-13.7.",,
5/17/2022,Dennis,N,3,A4,8,Y,B,11.22,8.17,4.37,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,3,A4,9,B,L,16.69,12.69,6.41,,September,9/11/2022,117,,>4,D,,,,,,,,,,,31.3,23.9,12.8,15.7,,,,,,,,,,,,
5/17/2022,Dennis,S,4,B1,1,R,,13.64,10.01,5.2,,July,6/28/2022,42,,C,L,,22.2,16.9,9.7,,,,49T,R,,22.2,16.9,10,8.9,1.113,1.2003,,1.1332,0.0873,0.0202,0.0671,76.86%,,"note - start height from marking originally marked as 11.4, but corrected to 10.0 based off of later shell measurements. 11.14.23",,
5/17/2022,Dennis,S,4,B1,2,Y,,18,14.02,7.25,,July,6/28/2022,42,,A,D,21.1,21.1,16.6,9,,,,P225,Y,,20.9,16.6,14,3.2,,,,,,,,,,,,
5/17/2022,Dennis,S,4,B1,3,B,,12.87,9.86,4.72,,July,6/28/2022,42,,B,L,,21,16.9,9.1,,,,50T,B,,21,16.8,10.2,8.8,,1.1768,,1.1084,0.0855,,0.0684,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,4,B1,4,L,,12.57,9.13,4.52,,July,6/28/2022,42,,B,L,,21.3,16,8.9,,,,51T,L,,21.2,16,9.9,9.1,,1.186,,1.129,0.07125,,0.057,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,4,B1,5,R,Y,15.05,11.73,5.99,,July,6/28/2022,42,,A,D,18.1,18.1,14.4,7.8,,,,P226,R,Y,17.9,14.2,11.8,3.5,,,,,,,,,,,,
5/17/2022,Dennis,S,4,B1,6,R,B,12.76,9.55,4.86,,July,6/28/2022,42,,C,D,16.2,16.2,12.6,6.6,,,,P227,R,B,16.3,12.3,9.5,3.5,,,,,,,,,,,,
5/17/2022,Dennis,S,4,B1,7,R,L,15.07,10.81,5.45,,July,6/28/2022,42,,B,L,,18.3,13.4,7.1,,,,P228,R,L,18.2,13.5,10.6,3.2,,,,,,,,,,,,
5/17/2022,Dennis,S,4,B1,8,Y,B,19.89,15.41,8.03,,July,6/28/2022,42,,A,D,26.9,26.9,21.4,12.5,,,,P229,Y,B,26.9,21.5,15.5,8.1,,,,,,,,,,,,
5/17/2022,Dennis,S,4,B1,9,B,L,11.25,8.31,4.04,,July,6/28/2022,42,,D,D,11.2,11.2,8.5,4.3,,,,P230,B,L,11.3,8.4,8.4,0,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,1,R,,14.06,10.24,5.23,,September,9/11/2022,117,,>4,L,,45.5,33.9,21.3,,,,3,R,,45.2,33.7,10.5,30,1.101,1.929,,1.276,0.828,0.175,0.653,78.86%,,,,
5/17/2022,Dennis,S,5,B2,2,Y,,20.93,16.19,8.2,,September,9/11/2022,117,,>4,D,,,,,,,,,,,20.5,15.8,10.8,6.9,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,3,B,,11.55,8.37,4.07,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,4,L,,15.61,11.56,6.13,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,5,R,Y,15.81,11.91,5.78,,September,9/11/2022,117,,>4,D,,,,,,,,,,,23.5,18.6,12.2,9.3,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,6,R,B,14.36,10.4,5.46,,September,9/11/2022,117,,0-4,L,,39.6,30,18.8,,,,2,RB,,39.6,30,10.3,19.7,1.094,1.645,,1.192,0.551,0.098,0.453,82.21%,,"Length and height don't match up with previous values and tissue weight high. Updating length and height to reflect collection values. Was 20.9, 16.9 and changing to 39.6, 30. Also updating growth height from 5.7 to 30.9-10.3.",,
5/17/2022,Dennis,S,5,B2,7,R,L,13.54,10.22,5.11,,September,9/11/2022,117,,>4,D,24,,,,,,,,,,20.5,15.7,10.8,6.1,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,8,Y,B,11.01,8.22,4.3,,September,9/11/2022,117,,,,,,,,,,,,no label,,24.5,19.8,10.3,,,,,,,,,,,,,
5/17/2022,Dennis,S,5,B2,9,B,L,16.81,12.95,6.73,,August,8/4/2022,79,T,A,L,,34.7,26.8,19.7,T,"T only, no additional removal of clams from this cage",,,B,L,34.7,26.8,,,,,,,,,,,,,,
5/17/2022,Dennis,S,6,B3,1,R,,11.89,8.91,4.49,,August,8/4/2022,79,,B,D,,,,,,,,B3.R,R,,17.5,12.8,8.7,5.2,,,,,,,,,,,,
5/17/2022,Dennis,S,6,B3,2,Y,,13.94,10.48,5.4,,August,8/4/2022,79,T,A,L,,17.4,14.1,8.4,T,"T, Deformed",,,Y,,17.4,14.1,,,,,,,,,,,,,,
5/17/2022,Dennis,S,6,B3,3,B,,18.66,14.78,7.62,,August,8/4/2022,79,,B,D,,,,,,No marking,,B3.U2,B,,20.7,16.4,14.5,2.4,,,,,,,,,,No nailpolish label,,
5/17/2022,Dennis,S,6,B3,4,L,,11.68,8.89,4.37,,August,8/4/2022,79,,B,D,,,,,,No marking,,B3.Y?,L,,20.3,16.4,8.4,8.6,,,,,,,,,,"Moved down to B3.L because had been previously called B3.Y clam but it cannot be this clam, because B3.Y was transplanted. ",,
5/17/2022,Dennis,S,6,B3,5,R,Y,10.99,8.08,4.22,,August,8/4/2022,79,,B,D,,,,,,,,B3.RY,R,Y,5.8,12.2,7.9,4.8,,,,,,,,,,,,
5/17/2022,Dennis,S,6,B3,6,R,B,14.36,10.35,5.27,,August,8/4/2022,79,,B,D,,,,,,,,B3.RB,R,B,14.2,10.3,10.2,0.1,,,,,,,,,,updated with new shell measurements 5/1/23 MAR,,
5/17/2022,Dennis,S,6,B3,7,R,L,11.61,8.87,4.5,Light blue marking rubbed off,August,8/4/2022,79,,B,D,,,,,,,,B3.RL,R,L,18.5,14.5,8.7,7.5,,,,,,,,,,,,
5/17/2022,Dennis,S,6,B3,8,Y,B,14.47,11.01,5.53,,August,8/4/2022,79,,B,D,,,,,,,,,Y,B,21.9,16.9,10.6,8.6,,,,,,,,,,,,
5/17/2022,Dennis,S,6,B3,9,B,L,14.47,10.88,5.45,,August,8/4/2022,79,,B,D,,,,,,"Marked YR, two of these",,B3.BL,B,L,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,1,R,,16.81,12.57,6.32,,August,8/4/2022,79,,B,D,,,,,,,,C2.R,R,,32.2,24.2,12.2,15.3,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,2,Y,,11.22,8.12,4.12,,August,8/4/2022,79,,C,D,,,,,,,,C2.Y,Y,,21.5,17,8.5,10.9,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,3,B,,19.79,14.51,7.89,,August,8/4/2022,79,,B,D,,,,,,,,C2.B,B,,26.3,19.7,15,5.4,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,4,L,,14.35,10.72,5.54,,August,8/4/2022,79,,C,D,,,,,,,,,L,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,5,R,Y,16.69,12.88,6.31,,August,8/4/2022,79,T,B,L,,37.4,26.3,15.7,T,,,,R,Y,37.4,26.3,,,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,6,R,B,13.24,9.92,5.07,,August,8/4/2022,79,,B,L,,31.6,25.4,15.7,,,,D509,R,B,31.4,25.4,10,11.5,0.3937,0.7008,,0.4467,0.3071,0.053,0.2541,82.74%,,"D509 is marked on tray with shell, but was left blank on datasheet. Corrected 5/1/23 MAR. Also note some mantle tissue not fully dissected from shell. ",,
5/17/2022,Dennis,N,7,C2,7,R,L,10.86,8.03,4.1,,August,8/4/2022,79,,C,D,,,,,,,,Q2.RL,R,L,12.8,10,8.5,2.2,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,8,Y,B,12.58,9.55,4.69,,August,8/4/2022,79,,C,D,,,,,,,,C2.U,Y,B,12,9.4,9.4,0,,,,,,,,,,No nailpolish label,,
5/17/2022,Dennis,N,7,C2,9,B,L,17.43,12.72,6.29,,August,8/4/2022,79,,C,D,,,,,,,,C2.BL,B,L,18.2,13.4,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,1,R,,14.02,10.54,5.73,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,2,Y,,11.74,8.3,4.21,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,3,B,,14.6,11.42,5.79,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,4,L,,16.55,13.03,6.77,,September,9/11/2022,117,,0-4,D,,,,,,,,,,,23.9,19.9,12.6,9.1,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,5,R,Y,12.82,9.36,4.78,,September,9/11/2022,117,,0-4,L,,40.6,34.6,20.1,,,,4,RY,,44.6,34.5,9.2,31,1.109,1.940,,1.27,0.831,0.161,0.670,80.63%,,,,
5/17/2022,Dennis,N,8,C3,6,R,B,16.38,12.3,6.03,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,7,R,L,11.6,8.69,4.47,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,8,Y,B,12.95,9.67,4.92,,September,9/11/2022,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,8,C3,9,B,L,13.35,9.97,5.05,,September,9/11/2022,117,,>4,D,17,,,,,"Originally marked as alive but upon dissections, found it was not.",,,,,16.8,12.9,10.2,3.9,,,,,,,,,,,,
5/17/2022,Dennis,N,9,C4,1,R,,18.44,14.14,7.01,,July,6/28/2022,42,,B,L,,25.8,20.5,11,,,,52T,R,,25.7,19.9,14.2,8.3,,1.2587,,1.1251,0.167,,0.1336,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,N,9,C4,2,Y,,12.94,9.28,4.61,,July,6/28/2022,42,,D,D,12.6,12.6,9,4.9,,,,P231,Y,,12.6,9.1,9.1,0,,,,,,,,,,,,
5/17/2022,Dennis,N,9,C4,3,B,,16.42,12.17,5.82,,July,6/28/2022,42,,D,D,22.1,22.1,17.2,9.4,,,,,B,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,N,9,C4,4,L,,12.78,9.26,5.18,,July,6/28/2022,42,,D,D,16.4,16.4,12.5,7.13,,,,P232,L,,16.4,12.5,9.4,4.2,,,,,,,,,,,,
5/17/2022,Dennis,N,9,C4,5,R,Y,12.29,8.93,4.28,,July,6/28/2022,42,,B,L,,21.6,16.3,8.8,,,,53T,R,Y,21.5,16.3,9.1,9.3,,1.1824,,1.1146,0.08475,,0.0678,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,N,9,C4,6,R,B,16.06,11.83,6.01,,July,6/28/2022,42,,C,L,,25.4,19.6,10.9,,,,54T,R,B,25.4,19.6,11.9,9.8,,1.2622,,1.1494,0.141,,0.1128,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,N,9,C4,7,R,L,12.86,9.79,5.07,,July,6/28/2022,42,,D,D,18.6,18.6,14.8,8.6,,,,P233,R,L,18.7,14.8,9.7,6.4,,,,,,,,,,,,
5/17/2022,Dennis,N,9,C4,8,Y,B,20.82,15.68,8.26,,July,6/28/2022,42,,B,L,,27.6,21.4,12.4,,,,55T,Y,B,27.6,21.4,15.7,8.5,,1.3024,,1.1372,0.2065,,0.1652,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,N,9,C4,9,B,L,12.72,9.45,4.89,,July,6/28/2022,42,,D,D,13.9,13.9,10.7,6.2,,,,P234,B,L,13.8,10.9,9.3,1.9,,,,,,,,,,,,
5/17/2022,Dennis,N,7,C2,,,,,,,,August,8/4/2022,,,,,,,,,,,,B3.U1,,,15.7,12.3,7.6,5.1,,,,,,,,,,No nailpolish label. In new row. ,,
5/17/2022,Dennis,S,10,D1,1,R,,12.48,9.38,4.52,,August,8/4/2022,79,,B,D,,,,,,,,,R,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,2,Y,,15.52,11.89,5.79,,August,8/4/2022,79,,B,D,,,,,,,,,Y,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,3,B,,15.47,11.62,6.1,,August,8/4/2022,79,,C,D,,,,,,looks gray,,,B,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,4,L,,13.7,10.23,5.42,,August,8/4/2022,79,,B,D,,,,,,,,,L,,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,5,R,Y,14.06,10.86,5.34,,August,8/4/2022,79,,B,D,,,,,,,,,R,Y,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,6,R,B,14.47,10.62,5.32,,August,8/4/2022,79,,B,D,,,,,,,,,R,B,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,7,R,L,14.41,10.98,5.64,,August,8/4/2022,79,,C,D,,,,,,,,,R,L,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,8,Y,B,12.16,8.82,4.4,,August,8/4/2022,79,,,,,,,,,Not found,,,Y,B,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,10,D1,9,B,L,13.93,10,5.46,,August,8/4/2022,79,,B,D,,,,,,,,,B,L,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,11,D2,1,R,,13.24,9.56,4.89,,July,6/28/2022,42,,C,D,13.8,13.8,10,5.5,,,,,R,,13.9,10,10,,,,,,,,,,,This bag was dissected in September. ,,
5/17/2022,Dennis,S,11,D2,2,Y,,14.81,11.14,5.85,,July,6/28/2022,42,,A,D,16,16,11.1,6.1,,,,,Y,,14.5,11.1,11.1,,,,,,,,,,,,,
5/17/2022,Dennis,S,11,D2,3,B,,15.85,11.81,5.96,,July,6/28/2022,42,,A,D,16.8,16.8,11.6,6.4,,,,,B,,22.1,17.1,12,6.4,,,,,,,,,,,,
5/17/2022,Dennis,S,11,D2,4,L,,16.76,12.94,6.33,,July,6/28/2022,42,,C,D,17.9,17.9,14.3,7.6,,,,,L,,17.9,14.3,12.9,1.9,,,,,,,,,,,,
5/17/2022,Dennis,S,11,D2,5,R,Y,13.09,9.68,4.97,,July,6/28/2022,42,,B,L,,17.6,14.1,7.5,,,,D301,R,Y,17.5,13.9,9.8,5.6,0.403,0.449,0.4493,0.4133,0.046,0.0103,0.0357,77.61%,,,,
5/17/2022,Dennis,S,11,D2,6,R,B,17.25,13.38,6.9,,July,6/28/2022,42,,C,D,18.1,18.1,14.5,7.9,,,,,R,B,18,14.4,13.2,1.5,,,,,,,,,,,,
5/17/2022,Dennis,S,11,D2,7,R,L,11.8,8.61,4.35,,July,6/28/2022,42,,A,L,,20.1,15.4,8.4,,,,D302,R,L,20.1,15.4,8.5,8.1,0.39,0.46,0.4607,0.4055,0.07,0.0155,0.0545,77.86%,,,,
5/17/2022,Dennis,S,11,D2,8,Y,B,15.8,12.37,6.48,,July,6/28/2022,42,,C,D,20.3,20.3,16.4,9.4,,,,,Y,B,20.3,16.4,12.4,5.3,,,,,,,,,,,,
5/17/2022,Dennis,S,11,D2,9,B,L,11.54,8.62,4.46,,July,6/28/2022,42,,B,D,11.7,11.7,8.6,4.7,,,,,B,L,11.6,8.5,8.5,,,,,,,,,,,,,
5/17/2022,Dennis,S,12,D3,1,R,,13.17,9.7,5.17,,August,8/4/2022,79,,,,,,,,,Missing,,,R,,14.5,11.2,9.5,2.2,,,,,,,,,,,,
5/17/2022,Dennis,S,12,D3,2,Y,,14.11,10.53,5.51,,August,8/4/2022,79,,A,D,,,,,,,,,Y,,18.7,14.8,11.8,3.5,,,,,,,,,,,,
5/17/2022,Dennis,S,12,D3,3,B,,15.8,11.77,5.93,,August,8/4/2022,79,,,,,,,,,,,,B,,15.4,12.9,16.6,1.1,,,,,,,,,,,,
5/17/2022,Dennis,S,12,D3,4,L,,12.95,9.9,4.88,,August,8/4/2022,79,,A,D,,,,,,,,,L,,13.6,10.5,10.2,0.5,,,,,,,,,,Remeasure value,,
5/17/2022,Dennis,S,12,D3,5,R,Y,14.92,10.95,5.4,,August,8/4/2022,79,,A,D,,,,,,,,,R,Y,20.2,15.1,10.3,1.5,,,,,,,,,,Marked as Unk1,,
5/17/2022,Dennis,S,12,D3,6,R,B,14.92,11.5,5.53,,August,8/4/2022,79,,A,L,,,,,,,,,R,B,18.3,14.3,11.4,3.5,,,,,,,,,,Remeasure height,,
5/17/2022,Dennis,S,12,D3,7,R,L,12.41,9.28,4.5,,August,8/4/2022,79,,A,L,,,,,,,,,R,L,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,12,D3,8,Y,B,16.06,11.48,6.09,,August,8/4/2022,79,,,,,,,,,Missing,,,Y,B,17.7,13.8,11.9,4,,,,,,,,,,Marked as Unk,,
5/17/2022,Dennis,S,12,D3,9,B,L,13.85,10.53,5.46,,August,8/4/2022,79,,A,L,,,,,,,,,B,L,,,,,,,,,,,,,,,,
5/17/2022,Dennis,S,13,E1,1,R,,14.9,11.2,5.4,,July,6/28/2022,42,,A,L,,23.8,18.6,9.9,,,,56T,R,,23.7,18.6,11.3,9.8,,1.2491,,1.1365,0.14075,,0.1126,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,2,Y,,15.7,11.8,6.2,,July,6/28/2022,42,,D,L,,23.9,18.8,10.6,,,,57T,Y,,23.9,18.8,11.8,9.1,,1.2249,,1.1238,0.126375,,0.1011,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,3,B,,14.2,10.5,5.4,,July,6/28/2022,42,,C,L,,21.8,16.9,9.3,,,,58T,B,,21.8,16.9,10.8,7.8,,1.2123,,1.1363,0.095,,0.076,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,4,L,,16.2,12.2,6.6,,July,6/28/2022,42,,D,L,,24.7,19.4,11.1,,,,59T,L,,24.7,19.4,12.3,9,,1.2737,,1.1489,0.156,,0.1248,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,5,R,Y,17.4,13.5,6.8,,July,6/28/2022,42,,D,L,,26.1,20.5,11.3,,,,60T,R,Y,25.9,20.5,13.4,8.9,,1.28,,1.1465,0.166875,,0.1335,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,6,R,B,16.1,11.6,6.2,,July,6/28/2022,42,,D,L,,23.9,18.1,10.5,,,,61T,R,B,23.8,18.1,12,8.7,,1.2406,,1.1427,0.122375,,0.0979,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,7,R,L,15.4,11.6,6.2,,July,6/28/2022,42,,B,L,,22,17.3,9.7,,,,62T,R,L,21.8,17.3,11.8,7.4,,1.2011,,1.1213,0.09975,,0.0798,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,8,Y,B,19.3,14.6,7.7,,July,6/28/2022,42,,B,L,,27.4,21,12.1,,,,63T,Y,B,27.3,21,14.8,8.4,,1.2933,,1.1384,0.193625,,0.1549,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,13,E1,9,B,L,20.3,15.3,8.1,,July,6/28/2022,42,,D,L,,28.1,22.3,12.6,,,,64T,B,L,28.5,22.3,15.6,9.4,,1.3323,,1.1449,0.23425,,0.1874,,,Est DW from AFDW using ratio of 0.8 bc. no initial tin weight,,
5/17/2022,Dennis,S,14,E2,1,R,,17.3,13.4,7.1,,August,8/4/2022,79,,B,D,,,,,,,,,R,,31.8,25.2,13.5,15.5,,,,,,,,,,"Called 510, but dead, so no number needed",,
5/17/2022,Dennis,S,14,E2,2,Y,,17,13.4,7,,August,8/4/2022,79,,B,L,,34.8,27.7,17.2,,,,513A,Y,,34.1,27.3,13.1,18.5,0.3911,0.8239,,0.4736,0.4328,0.0825,0.3503,80.94%,,,,
5/17/2022,Dennis,S,14,E2,3,B,,15.8,11.3,6.2,,August,8/4/2022,79,T,A,L,,33.2,24.9,16,T,,,,B,,33.2,24.9,,,,,,,,,,,,,,
5/17/2022,Dennis,S,14,E2,4,L,,17,13,7,,August,8/4/2022,79,,B,L,,34.9,27.2,16.6,,,,511,L,,34.5,26.9,12.5,17.9,0.3936,0.737,,0.4494,0.3434,0.0558,0.2876,83.75%,,,,
5/17/2022,Dennis,S,14,E2,5,R,Y,16.7,12.7,6.2,,August,8/4/2022,79,,A,D,,,,,,,,,R,Y,19.3,14.9,12.3,2.8,,,,,,,,,,Checked and shell labels are correct. Clam was dead when collected.,,
5/17/2022,Dennis,S,14,E2,6,R,B,16.8,12.9,6.5,,August,8/4/2022,79,,A,D,,,,,,,,,R,B,20,4.7,12.7,3.5,,,,,,,,,,"No nailpolish label, dead",,
5/17/2022,Dennis,S,14,E2,7,R,L,17.7,13.7,6.8,,August,8/4/2022,79,,B,L,,35.1,27.4,16.3,,,,514A,R,L,34.8,27.1,13,18.2,0.3938,0.771,,0.4681,0.3772,0.0743,0.3029,80.30%,,"No nailpolish lable, alive",,
5/17/2022,Dennis,S,14,E2,8,Y,B,15.8,11.9,6.2,,August,8/4/2022,79,,B,L,,32.6,24.6,16.1,,,,512,Y,B,32.1,24.2,11.8,27.5,0.3871,0.6375,,0.4387,0.2504,0.0516,0.1988,79.39%,,,,
5/17/2022,Dennis,S,14,E2,9,B,L,19.3,14.9,7.6,,August,8/4/2022,79,,B,L,,38.5,29.4,17.7,,,,515A,B,L,38.2,29.2,14.7,19.2,0.3964,0.8875,,0.4826,0.4911,0.0862,0.4049,82.45%,,,,
5/17/2022,Dennis,S,15,E3,1,R,,15.2,11.2,5.7,,September,9/11/2022,117,,0-4,L,,43.7,33.5,20.3,,,,13,R,,43.5,32.6,11.1,27,1.102,1.769,,1.343,0.667,0.241,0.534,,b,,,
5/17/2022,Dennis,S,15,E3,2,Y,,13.4,9.7,4.9,,September,9/11/2022,117,,,,,,,,,,,,no label,,16.9,13.9,9.3,5.9,,,,,,,,,,,,
5/17/2022,Dennis,S,15,E3,3,B,,14.1,10.1,5.1,,September,9/11/2022,117,,>4,L,,35.4,27,17.8,,,,12,B,,35.1,26.6,14.1,17.6,1.107,1.544,,1.275,0.437,0.168,0.350,,b,,,
5/17/2022,Dennis,S,15,E3,4,L,,14.1,11.1,5.5,,September,9/11/2022,117,,0-4,L,,38.9,31.1,19.8,,,,14,L,,38.6,31,10.6,24.9,1.090,1.631,,1.195,0.541,0.105,0.436,80.59%,,,,
5/17/2022,Dennis,S,15,E3,5,R,Y,15.6,12.1,5.9,,September,9/11/2022,117,,>4,L,,48.2,36.5,21.7,,Both marked RL so one is likely RB,,10,RY,,47.8,36.3,12.1,30.4,1.097,2.163,,1.395,1.066,0.298,0.768,72.05%,,,,
