#,Date-Time (EST/EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
873,11/13/2022 16:00:00,15.49,-70.75,8.12,,,,
874,11/13/2022 16:15:00,15.41,-68.94,8.09,,,,
875,11/13/2022 16:30:00,15.39,-70.56,8.12,,,,
876,11/13/2022 16:45:00,15.41,-70.94,8.13,,,,
877,11/13/2022 17:00:00,15.44,-70.60,8.12,,,,
878,11/13/2022 17:15:00,15.34,-69.97,8.11,,,,
879,11/13/2022 17:30:00,15.34,-69.85,8.11,,,,
880,11/13/2022 17:45:00,15.27,-69.55,8.10,,,,
881,11/13/2022 18:00:00,15.25,-68.55,8.08,,,,
882,11/13/2022 18:15:00,15.29,-68.38,8.08,,,,
883,11/13/2022 18:30:00,15.27,-68.44,8.08,,,,
884,11/13/2022 18:45:00,15.22,-68.61,8.08,,,,
885,11/13/2022 19:00:00,15.22,-68.64,8.09,,,,
886,11/13/2022 19:15:00,15.13,-67.83,8.07,,,,
887,11/13/2022 19:30:00,15.10,-68.00,8.07,,,,
888,11/13/2022 19:45:00,15.17,-67.99,8.07,,,,
889,11/13/2022 20:00:00,15.17,-67.88,8.07,,,,
890,11/13/2022 20:15:00,15.10,-67.36,8.06,,,,
891,11/13/2022 20:30:00,15.10,-66.91,8.05,,,,
892,11/13/2022 20:45:00,15.06,-66.27,8.04,,,,
893,11/13/2022 21:00:00,15.01,-65.44,8.03,,,,
894,11/13/2022 21:15:00,14.96,-64.25,8.01,,,,
895,11/13/2022 21:30:00,14.91,-63.16,7.99,,,,
896,11/13/2022 21:45:00,14.77,-62.10,7.97,,,,
897,11/13/2022 22:00:00,14.70,-63.69,8.00,,,,
898,11/13/2022 22:15:00,14.51,-64.13,8.01,,,,
899,11/13/2022 22:30:00,14.51,-65.06,8.02,,,,
900,11/13/2022 22:45:00,14.46,-67.80,8.07,,,,
901,11/13/2022 23:00:00,14.39,-67.67,8.07,,,,
902,11/13/2022 23:15:00,14.34,-67.81,8.07,,,,
903,11/13/2022 23:30:00,14.31,-68.19,8.08,,,,
904,11/13/2022 23:45:00,14.27,-68.58,8.09,,,,
905,11/14/2022 00:00:00,14.22,-68.64,8.09,,,,
906,11/14/2022 00:15:00,14.29,-69.19,8.10,,,,
907,11/14/2022 00:30:00,14.24,-68.83,8.09,,,,
908,11/14/2022 00:45:00,14.22,-68.99,8.10,,,,
909,11/14/2022 01:00:00,14.17,-69.00,8.10,,,,
910,11/14/2022 01:15:00,14.15,-69.14,8.10,,,,
911,11/14/2022 01:30:00,14.07,-69.13,8.10,,,,
912,11/14/2022 01:45:00,14.03,-69.05,8.10,,,,
913,11/14/2022 02:00:00,14.00,-69.28,8.10,,,,
914,11/14/2022 02:15:00,13.98,-69.05,8.10,,,,
915,11/14/2022 02:30:00,13.95,-69.31,8.10,,,,
916,11/14/2022 02:45:00,13.98,-69.44,8.10,,,,
917,11/14/2022 03:00:00,13.91,-69.53,8.11,,,,
918,11/14/2022 03:15:00,13.88,-69.56,8.11,,,,
919,11/14/2022 03:30:00,13.83,-69.33,8.10,,,,
920,11/14/2022 03:45:00,13.86,-69.53,8.11,,,,
921,11/14/2022 04:00:00,13.79,-69.31,8.10,,,,
922,11/14/2022 04:15:00,13.67,-69.02,8.10,,,,
923,11/14/2022 04:30:00,13.59,-69.14,8.10,,,,
924,11/14/2022 04:45:00,13.57,-68.36,8.09,,,,
925,11/14/2022 05:00:00,13.52,-68.16,8.08,,,,
926,11/14/2022 05:15:00,13.38,-67.81,8.08,,,,
927,11/14/2022 05:30:00,13.26,-68.05,8.08,,,,
928,11/14/2022 05:45:00,13.14,-68.08,8.08,,,,
929,11/14/2022 06:00:00,13.09,-68.03,8.08,,,,
930,11/14/2022 06:15:00,12.85,-67.39,8.07,,,,
931,11/14/2022 06:30:00,12.68,-66.47,8.05,,,,
932,11/14/2022 06:45:00,12.65,-66.58,8.06,,,,
933,11/14/2022 07:00:00,12.70,-66.56,8.06,,,,
934,11/14/2022 07:15:00,12.82,-66.83,8.06,,,,
935,11/14/2022 07:30:00,12.77,-67.22,8.07,,,,
936,11/14/2022 07:45:00,12.68,-67.00,8.06,,,,
937,11/14/2022 08:00:00,12.61,-66.97,8.06,,,,
938,11/14/2022 08:15:00,12.65,-67.00,8.06,,,,
939,11/14/2022 08:30:00,12.75,-66.71,8.06,,,,
940,11/14/2022 08:45:00,12.82,-67.21,8.07,,,,
941,11/14/2022 09:00:00,12.77,-67.56,8.07,,,,
942,11/14/2022 09:15:00,12.75,-67.69,8.08,,,,
943,11/14/2022 09:30:00,12.49,-67.00,8.07,,,,
944,11/14/2022 09:45:00,12.39,-66.00,8.05,,,,
945,11/14/2022 10:00:00,12.41,-66.78,8.06,,,,
946,11/14/2022 10:15:00,12.70,-69.50,8.11,,,,
947,11/14/2022 10:30:00,12.68,-70.00,8.12,,,,
948,11/14/2022 10:45:00,12.70,-70.39,8.13,,,,
949,11/14/2022 11:00:00,12.75,-70.53,8.13,,,,
950,11/14/2022 11:15:00,12.94,-71.61,8.15,,,,
951,11/14/2022 11:30:00,13.09,-71.88,8.15,,,,
952,11/14/2022 11:45:00,13.21,-72.13,8.16,,,,
953,11/14/2022 12:00:00,13.21,-72.30,8.16,,,,
954,11/14/2022 12:15:00,13.21,-72.46,8.16,,,,
955,11/14/2022 12:30:00,13.28,-72.49,8.16,,,,
956,11/14/2022 12:45:00,13.28,-72.53,8.16,,,,
957,11/14/2022 13:00:00,13.33,-72.83,8.17,,,,
958,11/14/2022 13:15:00,13.35,-73.13,8.18,,,,
959,11/14/2022 13:30:00,13.38,-73.06,8.17,,,,
960,11/14/2022 13:45:00,13.38,-73.35,8.18,,,,
961,11/14/2022 14:00:00,13.35,-73.39,8.18,,,,
962,11/14/2022 14:15:00,13.33,-73.46,8.18,,,,
963,11/14/2022 14:30:00,13.31,-73.58,8.18,,,,
964,11/14/2022 14:45:00,13.31,-73.94,8.19,,,,
965,11/14/2022 15:00:00,13.31,-73.74,8.19,,,,
966,11/14/2022 15:15:00,13.31,-74.00,8.19,,,,
967,11/14/2022 15:30:00,13.31,-74.22,8.20,,,,
968,11/14/2022 15:45:00,13.28,-74.31,8.20,,,,
969,11/14/2022 16:00:00,13.26,-74.53,8.20,,,,
970,11/14/2022 16:15:00,13.26,-74.60,8.20,,,,
971,11/14/2022 16:30:00,13.21,-74.46,8.20,,,,
972,11/14/2022 16:45:00,13.18,-72.47,8.16,,,,
973,11/14/2022 17:00:00,13.16,-73.06,8.17,,,,
974,11/14/2022 17:15:00,13.06,-74.38,8.20,,,,
975,11/14/2022 17:30:00,13.04,-74.17,8.20,,,,
976,11/14/2022 17:45:00,12.77,-73.11,8.18,,,,
977,11/14/2022 18:00:00,12.61,-72.46,8.17,,,,
978,11/14/2022 18:15:00,12.75,-72.81,8.17,,,,
979,11/14/2022 18:30:00,12.53,-71.78,8.15,,,,
980,11/14/2022 18:45:00,12.41,-71.30,8.15,,,,
981,11/14/2022 19:00:00,12.41,-71.03,8.14,,,,
982,11/14/2022 19:15:00,12.36,-70.78,8.14,,,,
983,11/14/2022 19:30:00,12.17,-69.96,8.12,,,,
984,11/14/2022 19:45:00,12.19,-70.00,8.12,,,,
985,11/14/2022 20:00:00,12.51,-70.92,8.14,,,,
986,11/14/2022 20:15:00,12.61,-70.96,8.14,,,,
987,11/14/2022 20:30:00,12.63,-70.74,8.13,,,,
988,11/14/2022 20:45:00,12.65,-70.33,8.13,,,,
989,11/14/2022 21:00:00,12.61,-69.52,8.11,,,,
990,11/14/2022 21:15:00,12.58,-68.96,8.10,,,,
991,11/14/2022 21:30:00,12.51,-68.36,8.09,,,,
992,11/14/2022 21:45:00,12.44,-67.71,8.08,,,,
993,11/14/2022 22:00:00,12.34,-67.06,8.07,,,,
994,11/14/2022 22:15:00,12.12,-66.47,8.06,,,,
995,11/14/2022 22:30:00,11.76,-65.64,8.04,,,,
996,11/14/2022 22:45:00,11.69,-65.96,8.05,,,,
997,11/14/2022 23:00:00,12.07,-67.35,8.07,,,,
998,11/14/2022 23:15:00,12.46,-70.24,8.13,,,,
999,11/14/2022 23:30:00,12.53,-70.94,8.14,,,,
1000,11/14/2022 23:45:00,12.56,-71.06,8.14,,,,
1001,11/15/2022 00:00:00,12.56,-71.14,8.14,,,,
1002,11/15/2022 00:15:00,12.58,-71.17,8.14,,,,
1003,11/15/2022 00:30:00,12.56,-71.16,8.14,,,,
1004,11/15/2022 00:45:00,12.53,-71.28,8.14,,,,
1005,11/15/2022 01:00:00,12.51,-71.39,8.15,,,,
1006,11/15/2022 01:15:00,12.51,-71.33,8.15,,,,
1007,11/15/2022 01:30:00,12.46,-71.14,8.14,,,,
1008,11/15/2022 01:45:00,12.41,-70.86,8.14,,,,
1009,11/15/2022 02:00:00,12.24,-70.42,8.13,,,,
1010,11/15/2022 02:15:00,12.36,-71.03,8.14,,,,
1011,11/15/2022 02:30:00,12.39,-71.02,8.14,,,,
1012,11/15/2022 02:45:00,12.34,-71.05,8.14,,,,
1013,11/15/2022 03:00:00,12.36,-71.17,8.14,,,,
1014,11/15/2022 03:15:00,12.34,-71.13,8.14,,,,
1015,11/15/2022 03:30:00,12.39,-71.27,8.14,,,,
1016,11/15/2022 03:45:00,12.32,-71.11,8.14,,,,
1017,11/15/2022 04:00:00,12.22,-70.86,8.14,,,,
1018,11/15/2022 04:15:00,12.34,-71.14,8.14,,,,
1019,11/15/2022 04:30:00,12.34,-71.22,8.14,,,,
1020,11/15/2022 04:45:00,12.34,-71.24,8.14,,,,
1021,11/15/2022 05:00:00,12.27,-71.02,8.14,,,,
1022,11/15/2022 05:15:00,12.32,-71.31,8.15,,,,
1023,11/15/2022 05:30:00,12.32,-71.27,8.15,,,,
1024,11/15/2022 05:45:00,12.29,-70.89,8.14,,,,
1025,11/15/2022 06:00:00,12.24,-70.42,8.13,,,,
1026,11/15/2022 06:15:00,12.12,-69.75,8.12,,,,
1027,11/15/2022 06:30:00,11.90,-69.69,8.12,,,,
1028,11/15/2022 06:45:00,11.81,-67.42,8.08,,,,
1029,11/15/2022 07:00:00,11.13,-68.49,8.10,,,,
1030,11/15/2022 07:15:00,10.98,-68.56,8.10,,,,
1031,11/15/2022 07:30:00,10.96,-68.19,8.09,,,,
1032,11/15/2022 07:45:00,10.83,-68.99,8.11,,,,
1033,11/15/2022 08:00:00,10.27,-67.52,8.08,,,,
1034,11/15/2022 08:15:00,10.71,-68.97,8.11,,,,
1035,11/15/2022 08:30:00,10.74,-68.56,8.10,,,,
1036,11/15/2022 08:45:00,10.88,-68.81,8.11,,,,
1037,11/15/2022 09:00:00,11.05,-69.42,8.12,,,,
1038,11/15/2022 09:15:00,11.20,-69.97,8.13,,,,
1039,11/15/2022 09:30:00,11.13,-69.80,8.12,,,,
1040,11/15/2022 09:45:00,11.18,-69.67,8.12,,,,
1041,11/15/2022 10:00:00,11.00,-68.56,8.10,,,,
1042,11/15/2022 10:15:00,11.15,-68.25,8.09,,,,
1043,11/15/2022 10:30:00,11.42,-69.99,8.12,,,,
1044,11/15/2022 10:45:00,11.10,-68.27,8.09,,,,
1045,11/15/2022 11:00:00,11.37,-71.61,8.16,,,,
1046,11/15/2022 11:15:00,12.19,-73.31,8.18,,,,
1047,11/15/2022 11:30:00,12.29,-73.22,8.18,,,,
1048,11/15/2022 11:45:00,12.41,-73.39,8.18,,,,
1049,11/15/2022 12:00:00,12.53,-73.35,8.18,,,,
1050,11/15/2022 12:15:00,12.61,-73.81,8.19,,,,
1051,11/15/2022 12:30:00,12.90,-74.08,8.19,,,,
1052,11/15/2022 12:45:00,12.99,-74.24,8.20,,,,
1053,11/15/2022 13:00:00,13.02,-74.31,8.20,,,,
1054,11/15/2022 13:15:00,12.97,-74.39,8.20,,,,
1055,11/15/2022 13:30:00,13.04,-74.58,8.20,,,,
1056,11/15/2022 13:45:00,13.02,-74.58,8.20,,,,
1057,11/15/2022 14:00:00,12.94,-74.67,8.21,,,,
1058,11/15/2022 14:15:00,12.94,-74.92,8.21,,,,
1059,11/15/2022 14:30:00,12.94,-74.78,8.21,,,,
1060,11/15/2022 14:45:00,12.99,-74.71,8.21,,,,
1061,11/15/2022 15:00:00,12.99,-74.10,8.19,,,,
1062,11/15/2022 15:15:00,12.94,-74.55,8.20,,,,
1063,11/15/2022 15:30:00,12.87,-74.63,8.20,,,,
1064,11/15/2022 15:45:00,12.85,-74.81,8.21,,,,
1065,11/15/2022 16:00:00,12.87,-75.08,8.21,,,,
1066,11/15/2022 16:15:00,12.94,-75.83,8.23,,,,
1067,11/15/2022 16:30:00,12.82,-75.64,8.22,,,,
1068,11/15/2022 16:45:00,12.80,-75.11,8.21,,,,
1069,11/15/2022 17:00:00,12.75,-74.77,8.21,,,,
1070,11/15/2022 17:15:00,12.75,-74.50,8.20,,,,
1071,11/15/2022 17:30:00,12.70,-74.25,8.20,,,,
1072,11/15/2022 17:45:00,12.63,-74.17,8.20,,,,
1073,11/15/2022 18:00:00,12.58,-73.36,8.18,,,,
1074,11/15/2022 18:15:00,12.53,-72.33,8.16,,,,
1075,11/15/2022 18:30:00,12.49,-73.88,8.19,,,,
1076,11/15/2022 18:45:00,12.39,-74.02,8.20,,,,
1077,11/15/2022 19:00:00,12.36,-73.19,8.18,,,,
1078,11/15/2022 19:15:00,12.34,-74.38,8.20,,,,
1079,11/15/2022 19:30:00,12.34,-73.74,8.19,,,,
1080,11/15/2022 19:45:00,12.19,-73.58,8.19,,,,
1081,11/15/2022 20:00:00,12.17,-73.69,8.19,,,,
1082,11/15/2022 20:15:00,12.19,-73.67,8.19,,,,
1083,11/15/2022 20:30:00,12.10,-73.44,8.19,,,,
1084,11/15/2022 20:45:00,12.03,-73.27,8.18,,,,
1085,11/15/2022 21:00:00,11.90,-72.97,8.18,,,,
1086,11/15/2022 21:15:00,11.71,-71.99,8.16,,,,
1087,11/15/2022 21:30:00,11.73,-71.86,8.16,,,,
1088,11/15/2022 21:45:00,11.73,-71.80,8.16,,,,
1089,11/15/2022 22:00:00,11.81,-71.89,8.16,,,,
1090,11/15/2022 22:15:00,11.81,-71.60,8.15,,,,
1091,11/15/2022 22:30:00,11.83,-71.38,8.15,,,,
1092,11/15/2022 22:45:00,11.86,-71.25,8.15,,,,
1093,11/15/2022 23:00:00,11.88,-71.16,8.14,,,,
1094,11/15/2022 23:15:00,11.76,-70.89,8.14,,,,
1095,11/15/2022 23:30:00,11.47,-69.38,8.11,,,,
1096,11/15/2022 23:45:00,11.42,-69.61,8.12,,,,
1097,11/16/2022 00:00:00,11.61,-70.60,8.14,,,,
1098,11/16/2022 00:15:00,12.03,-71.60,8.15,,,,
1099,11/16/2022 00:30:00,12.15,-71.67,8.15,,,,
1100,11/16/2022 00:45:00,12.12,-71.71,8.15,,,,
1101,11/16/2022 01:00:00,12.12,-71.75,8.15,,,,
1102,11/16/2022 01:15:00,12.12,-71.67,8.15,,,,
1103,11/16/2022 01:30:00,12.19,-71.74,8.15,,,,
1104,11/16/2022 01:45:00,12.22,-71.72,8.15,,,,
1105,11/16/2022 02:00:00,12.27,-71.74,8.15,,,,
1106,11/16/2022 02:15:00,12.22,-71.71,8.15,,,,
1107,11/16/2022 02:30:00,12.22,-71.61,8.15,,,,
1108,11/16/2022 02:45:00,12.24,-71.56,8.15,,,,
1109,11/16/2022 03:00:00,12.24,-71.44,8.15,,,,
1110,11/16/2022 03:15:00,12.24,-71.49,8.15,,,,
1111,11/16/2022 03:30:00,12.27,-71.52,8.15,,,,
1112,11/16/2022 03:45:00,12.19,-71.63,8.15,,,,
1113,11/16/2022 04:00:00,12.12,-71.58,8.15,,,,
1114,11/16/2022 04:15:00,12.05,-71.71,8.15,,,,
1115,11/16/2022 04:30:00,11.98,-71.66,8.15,,,,
1116,11/16/2022 04:45:00,11.98,-71.58,8.15,,,,
1117,11/16/2022 05:00:00,12.07,-71.63,8.15,,,,
1118,11/16/2022 05:15:00,12.12,-71.71,8.15,,,,
1119,11/16/2022 05:30:00,12.10,-71.50,8.15,,,,
1120,11/16/2022 05:45:00,12.17,-71.63,8.15,,,,
1121,11/16/2022 06:00:00,12.17,-71.67,8.15,,,,
1122,11/16/2022 06:15:00,12.15,-71.52,8.15,,,,
1123,11/16/2022 06:30:00,12.17,-71.47,8.15,,,,
1124,11/16/2022 06:45:00,12.19,-71.44,8.15,,,,
1125,11/16/2022 07:00:00,12.19,-71.25,8.15,,,,
1126,11/16/2022 07:15:00,12.24,-71.28,8.15,,,,
1127,11/16/2022 07:30:00,12.34,-71.19,8.14,,,,
1128,11/16/2022 07:45:00,12.46,-71.16,8.14,,,,
1129,11/16/2022 08:00:00,12.49,-71.14,8.14,,,,
1130,11/16/2022 08:15:00,12.49,-71.14,8.14,,,,
1131,11/16/2022 08:30:00,12.49,-71.17,8.14,,,,
1132,11/16/2022 08:45:00,12.39,-71.14,8.14,,,,
1133,11/16/2022 09:00:00,12.17,-71.10,8.14,,,,
1134,11/16/2022 09:15:00,12.17,-71.00,8.14,,,,
1135,11/16/2022 09:30:00,12.32,-71.22,8.14,,,,
1136,11/16/2022 09:45:00,12.53,-71.28,8.14,,,,
1137,11/16/2022 10:00:00,12.53,-71.30,8.14,,,,
1138,11/16/2022 10:15:00,12.39,-70.67,8.13,,,,
1139,11/16/2022 10:30:00,12.22,-70.27,8.13,,,,
1140,11/16/2022 10:45:00,12.22,-70.49,8.13,,,,
1141,11/16/2022 11:00:00,12.36,-71.25,8.14,,,,
1142,11/16/2022 11:15:00,12.36,-71.69,8.15,,,,
1143,11/16/2022 11:30:00,12.34,-71.39,8.15,,,,
1144,11/16/2022 11:45:00,12.32,-71.42,8.15,,,,
1145,11/16/2022 12:00:00,12.34,-71.52,8.15,,,,
1146,11/16/2022 12:15:00,12.39,-71.66,8.15,,,,
1147,11/16/2022 12:30:00,12.46,-71.66,8.15,,,,
1148,11/16/2022 12:45:00,12.51,-71.27,8.14,,,,
1149,11/16/2022 13:00:00,12.46,-71.58,8.15,,,,
1150,11/16/2022 13:15:00,12.63,-72.16,8.16,,,,
1151,11/16/2022 13:30:00,12.68,-71.99,8.16,,,,
1152,11/16/2022 13:45:00,12.73,-71.94,8.16,,,,
1153,11/16/2022 14:00:00,12.70,-71.83,8.15,,,,
1154,11/16/2022 14:15:00,12.73,-71.91,8.16,,,,
1155,11/16/2022 14:30:00,12.75,-71.67,8.15,,,,
1156,11/16/2022 14:45:00,12.75,-71.16,8.14,,,,
1157,11/16/2022 15:00:00,12.70,-71.49,8.15,,,,
1158,11/16/2022 15:15:00,12.70,-71.03,8.14,,,,
1159,11/16/2022 15:30:00,12.68,-70.50,8.13,,,,
1160,11/16/2022 15:45:00,12.65,-71.71,8.15,,,,
1161,11/16/2022 16:00:00,12.63,-71.47,8.15,,,,
1162,11/16/2022 16:15:00,12.58,-71.63,8.15,,,,
1163,11/16/2022 16:30:00,12.56,-71.46,8.15,,,,
1164,11/16/2022 16:45:00,12.51,-71.55,8.15,,,,
1165,11/16/2022 17:00:00,12.49,-71.11,8.14,,,,
1166,11/16/2022 17:15:00,12.41,-71.64,8.15,,,,
1167,11/16/2022 17:30:00,12.34,-71.75,8.15,,,,
1168,11/16/2022 17:45:00,12.36,-71.49,8.15,,,,
1169,11/16/2022 18:00:00,12.29,-71.55,8.15,,,,
1170,11/16/2022 18:15:00,12.34,-71.85,8.16,,,,
1171,11/16/2022 18:30:00,12.36,-71.99,8.16,,,,
1172,11/16/2022 18:45:00,12.39,-71.64,8.15,,,,
1173,11/16/2022 19:00:00,12.36,-70.86,8.14,,,,
1174,11/16/2022 19:15:00,12.32,-71.71,8.15,,,,
1175,11/16/2022 19:30:00,12.17,-71.80,8.16,,,,
1176,11/16/2022 19:45:00,12.15,-71.88,8.16,,,,
1177,11/16/2022 20:00:00,12.03,-71.42,8.15,,,,
1178,11/16/2022 20:15:00,11.93,-71.39,8.15,,,,
1179,11/16/2022 20:30:00,11.95,-71.24,8.15,,,,
1180,11/16/2022 20:45:00,11.95,-71.16,8.14,,,,
1181,11/16/2022 21:00:00,11.98,-71.17,8.14,,,,
1182,11/16/2022 21:15:00,11.95,-71.10,8.14,,,,
1183,11/16/2022 21:30:00,11.88,-70.97,8.14,,,,
1184,11/16/2022 21:45:00,11.76,-70.46,8.13,,,,
1185,11/16/2022 22:00:00,11.78,-70.17,8.13,,,,
1186,11/16/2022 22:15:00,11.71,-69.96,8.12,,,,
1187,11/16/2022 22:30:00,11.66,-69.66,8.12,,,,
1188,11/16/2022 22:45:00,11.59,-69.36,8.11,,,,
1189,11/16/2022 23:00:00,11.52,-68.86,8.10,,,,
1190,11/16/2022 23:15:00,11.52,-68.38,8.09,,,,
1191,11/16/2022 23:30:00,11.47,-68.22,8.09,,,,
1192,11/16/2022 23:45:00,11.37,-67.77,8.08,,,,
1193,11/17/2022 00:00:00,11.22,-68.02,8.09,,,,
1194,11/17/2022 00:15:00,11.05,-68.06,8.09,,,,
1195,11/17/2022 00:30:00,11.00,-68.11,8.09,,,,
1196,11/17/2022 00:45:00,11.00,-68.30,8.10,,,,
1197,11/17/2022 01:00:00,11.27,-68.74,8.10,,,,
1198,11/17/2022 01:15:00,11.27,-68.89,8.11,,,,
1199,11/17/2022 01:30:00,11.32,-69.41,8.11,,,,
1200,11/17/2022 01:45:00,11.32,-69.49,8.12,,,,
1201,11/17/2022 02:00:00,11.35,-69.60,8.12,,,,
1202,11/17/2022 02:15:00,11.35,-69.66,8.12,,,,
1203,11/17/2022 02:30:00,11.35,-69.71,8.12,,,,
1204,11/17/2022 02:45:00,11.42,-69.86,8.12,,,,
1205,11/17/2022 03:00:00,11.47,-69.92,8.12,,,,
1206,11/17/2022 03:15:00,11.49,-69.97,8.12,,,,
1207,11/17/2022 03:30:00,11.49,-69.99,8.12,,,,
1208,11/17/2022 03:45:00,11.49,-70.03,8.13,,,,
1209,11/17/2022 04:00:00,11.47,-69.92,8.12,,,,
1210,11/17/2022 04:15:00,11.47,-69.92,8.12,,,,
1211,11/17/2022 04:30:00,11.52,-69.92,8.12,,,,
1212,11/17/2022 04:45:00,11.52,-69.91,8.12,,,,
1213,11/17/2022 05:00:00,11.49,-69.85,8.12,,,,
1214,11/17/2022 05:15:00,11.54,-69.89,8.12,,,,
1215,11/17/2022 05:30:00,11.59,-69.96,8.12,,,,
1216,11/17/2022 05:45:00,11.54,-69.96,8.12,,,,
1217,11/17/2022 06:00:00,11.56,-69.97,8.12,,,,
1218,11/17/2022 06:15:00,11.52,-69.92,8.12,,,,
1219,11/17/2022 06:30:00,11.52,-69.88,8.12,,,,
1220,11/17/2022 06:45:00,11.47,-69.75,8.12,,,,
1221,11/17/2022 07:00:00,11.47,-69.64,8.12,,,,
1222,11/17/2022 07:15:00,11.39,-69.64,8.12,,,,
1223,11/17/2022 07:30:00,11.37,-69.58,8.12,,,,
1224,11/17/2022 07:45:00,11.35,-69.16,8.11,,,,
1225,11/17/2022 08:00:00,11.32,-67.86,8.09,,,,
1226,11/17/2022 08:15:00,11.20,-67.39,8.08,,,,
1227,11/17/2022 08:30:00,11.20,-68.30,8.09,,,,
1228,11/17/2022 08:45:00,11.10,-68.42,8.10,,,,
1229,11/17/2022 09:00:00,11.22,-69.44,8.12,,,,
1230,11/17/2022 09:15:00,11.22,-70.21,8.13,,,,
1231,11/17/2022 09:30:00,11.13,-69.99,8.13,,,,
1232,11/17/2022 09:45:00,11.08,-69.89,8.12,,,,
1233,11/17/2022 10:00:00,11.18,-70.00,8.13,,,,
1234,11/17/2022 10:15:00,11.20,-70.11,8.13,,,,
1235,11/17/2022 10:30:00,11.25,-70.19,8.13,,,,
1236,11/17/2022 10:45:00,11.27,-70.47,8.13,,,,
1237,11/17/2022 11:00:00,11.27,-70.61,8.14,,,,
1238,11/17/2022 11:15:00,11.37,-70.85,8.14,,,,
1239,11/17/2022 11:30:00,11.32,-70.94,8.14,,,,
1240,11/17/2022 11:45:00,11.30,-69.14,8.11,,,,
1241,11/17/2022 12:00:00,11.30,-70.52,8.14,,,,
1242,11/17/2022 12:15:00,11.30,-70.03,8.13,,,,
1243,11/17/2022 12:30:00,11.18,-69.78,8.12,,,,
1244,11/17/2022 12:45:00,11.00,-68.96,8.11,,,,
1245,11/17/2022 13:00:00,11.15,-69.99,8.13,,,,
1246,11/17/2022 13:15:00,11.20,-70.92,8.14,,,,
1247,11/17/2022 13:30:00,11.37,-71.72,8.16,,,,
1248,11/17/2022 13:45:00,11.37,-71.66,8.16,,,,
1249,11/17/2022 14:00:00,11.52,-71.94,8.16,,,,
1250,11/17/2022 14:15:00,11.54,-72.22,8.17,,,,
1251,11/17/2022 14:30:00,11.52,-72.14,8.16,,,,
1252,11/17/2022 14:45:00,11.54,-72.38,8.17,,,,
1253,11/17/2022 15:00:00,11.44,-72.31,8.17,,,,
1254,11/17/2022 15:15:00,11.47,-72.44,8.17,,,,
1255,11/17/2022 15:30:00,11.44,-72.56,8.17,,,,
1256,11/17/2022 15:45:00,11.39,-72.63,8.17,,,,
1257,11/17/2022 16:00:00,11.37,-72.61,8.17,,,,
1258,11/17/2022 16:15:00,11.42,-72.36,8.17,,,,
1259,11/17/2022 16:30:00,11.35,-72.53,8.17,,,,
1260,11/17/2022 16:45:00,11.35,-72.28,8.17,,,,
1261,11/17/2022 17:00:00,11.37,-72.25,8.17,,,,
1262,11/17/2022 17:15:00,11.35,-72.10,8.16,,,,
1263,11/17/2022 17:30:00,11.32,-72.05,8.16,,,,
1264,11/17/2022 17:45:00,11.25,-72.03,8.16,,,,
1265,11/17/2022 18:00:00,11.22,-72.11,8.17,,,,
1266,11/17/2022 18:15:00,11.18,-72.08,8.16,,,,
1267,11/17/2022 18:30:00,11.13,-71.89,8.16,,,,
1268,11/17/2022 18:45:00,11.13,-71.89,8.16,,,,
1269,11/17/2022 19:00:00,11.08,-71.55,8.16,,,,
1270,11/17/2022 19:15:00,11.03,-71.00,8.15,,,,
1271,11/17/2022 19:30:00,10.91,-71.30,8.15,,,,
1272,11/17/2022 19:45:00,10.81,-71.39,8.15,,,,
1273,11/17/2022 20:00:00,10.76,-71.38,8.15,,,,
1274,11/17/2022 20:15:00,10.69,-71.39,8.15,,,,
1275,11/17/2022 20:30:00,10.64,-71.00,8.15,,,,
1276,11/17/2022 20:45:00,10.71,-71.06,8.15,,,,
1277,11/17/2022 21:00:00,10.61,-71.02,8.15,,,,
1278,11/17/2022 21:15:00,10.52,-70.99,8.15,,,,
1279,11/17/2022 21:30:00,10.44,-70.83,8.14,,,,
1280,11/17/2022 21:45:00,10.42,-70.74,8.14,,,,
1281,11/17/2022 22:00:00,10.32,-70.42,8.14,,,,
1282,11/17/2022 22:15:00,10.30,-70.38,8.14,,,,
1283,11/17/2022 22:30:00,10.30,-70.03,8.13,,,,
1284,11/17/2022 22:45:00,10.25,-69.66,8.12,,,,
1285,11/17/2022 23:00:00,10.20,-69.36,8.12,,,,
1286,11/17/2022 23:15:00,10.10,-69.00,8.11,,,,
1287,11/17/2022 23:30:00,10.05,-68.63,8.10,,,,
1288,11/17/2022 23:45:00,9.95,-68.22,8.10,,,,
1289,11/18/2022 00:00:00,9.83,-67.78,8.09,,,,
1290,11/18/2022 00:15:00,9.66,-67.50,8.09,,,,
1291,11/18/2022 00:30:00,9.73,-67.91,8.09,,,,
1292,11/18/2022 00:45:00,9.63,-68.06,8.10,,,,
1293,11/18/2022 01:00:00,9.58,-68.30,8.10,,,,
1294,11/18/2022 01:15:00,9.68,-68.36,8.10,,,,
1295,11/18/2022 01:30:00,9.71,-70.17,8.14,,,,
1296,11/18/2022 01:45:00,9.78,-70.50,8.14,,,,
1297,11/18/2022 02:00:00,9.90,-70.58,8.14,,,,
