#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,Start pH Calibration,pH Calibration Values,pH Calibration Buffers,End pH Calibration,End of File
1931,06/07/2022 07:45:00,15.82,-81.92,8.20,,,,,,,,
1932,06/07/2022 08:00:00,15.84,-82.16,8.20,,,,,,,,
1933,06/07/2022 08:15:00,15.89,-81.99,8.20,,,,,,,,
1934,06/07/2022 08:30:00,15.96,-81.94,8.20,,,,,,,,
1935,06/07/2022 08:45:00,15.96,-82.11,8.20,,,,,,,,
1936,06/07/2022 09:00:00,16.08,-82.14,8.20,,,,,,,,
1937,06/07/2022 09:15:00,16.27,-81.19,8.18,,,,,,,,
1938,06/07/2022 09:30:00,16.53,-80.85,8.18,,,,,,,,
1939,06/07/2022 09:45:00,16.82,-81.36,8.19,,,,,,,,
1940,06/07/2022 10:00:00,17.56,-81.99,8.19,,,,,,,,
1941,06/07/2022 10:15:00,19.37,-84.11,8.22,,,,,,,,
1942,06/07/2022 10:30:00,19.94,-83.22,8.21,,,,,,,,
1943,06/07/2022 10:45:00,20.39,-83.89,8.22,,,,,,,,
1944,06/07/2022 11:00:00,21.03,-86.11,8.25,,,,,,,,
1945,06/07/2022 11:15:00,21.08,-86.71,8.26,,,,,,,,
1946,06/07/2022 11:30:00,21.44,-86.66,8.26,,,,,,,,
1947,06/07/2022 11:45:00,21.80,-87.10,8.27,,,,,,,,
1948,06/07/2022 12:00:00,22.18,-88.08,8.28,,,,,,,,
1949,06/07/2022 12:15:00,22.68,-88.57,8.29,,,,,,,,
1950,06/07/2022 12:30:00,23.18,-89.42,8.30,,,,,,,,
1951,06/07/2022 12:45:00,23.52,-88.74,8.29,,,,,,,,
1952,06/07/2022 13:00:00,23.76,-87.78,8.27,,,,,,,,
1953,06/07/2022 13:15:00,23.79,-86.39,8.25,,,,,,,,
1954,06/07/2022 13:30:00,23.66,-85.42,8.23,,,,,,,,
1955,06/07/2022 13:45:00,22.06,-83.17,8.20,,,,,,,,
1956,06/07/2022 14:00:00,22.51,-83.53,8.20,,,,,,,,
1957,06/07/2022 14:15:00,23.14,-85.71,8.24,,,,,,,,
1958,06/07/2022 14:30:00,21.89,-83.58,8.20,,,,,,,,
1959,06/07/2022 14:45:00,20.96,-82.55,8.19,,,,,,,,
1960,06/07/2022 15:00:00,20.48,-82.21,8.19,,,,,,,,
1961,06/07/2022 15:15:00,20.29,-82.08,8.18,,,,,,,,
1962,06/07/2022 15:30:00,19.77,-81.94,8.18,,,,,,,,
1963,06/07/2022 15:45:00,18.75,-82.07,8.19,,,,,,,,
1964,06/07/2022 16:00:00,18.63,-82.10,8.19,,,,,,,,
1965,06/07/2022 16:15:00,18.49,-82.14,8.19,,,,,,,,
1966,06/07/2022 16:30:00,18.13,-82.00,8.19,,,,,,,,
1967,06/07/2022 16:45:00,17.58,-82.49,8.20,,,,,,,,
1968,06/07/2022 17:00:00,17.34,-82.64,8.21,,,,,,,,
1969,06/07/2022 17:15:00,17.13,-82.78,8.21,,,,,,,,
1970,06/07/2022 17:30:00,17.06,-82.83,8.21,,,,,,,,
1971,06/07/2022 17:45:00,17.18,-83.00,8.21,,,,,,,,
1972,06/07/2022 18:00:00,17.20,-83.07,8.21,,,,,,,,
1973,06/07/2022 18:15:00,17.20,-83.14,8.22,,,,,,,,
1974,06/07/2022 18:30:00,17.27,-83.16,8.22,,,,,,,,
1975,06/07/2022 18:45:00,17.49,-83.19,8.22,,,,,,,,
1976,06/07/2022 19:00:00,17.72,-83.66,8.22,,,,,,,,
1977,06/07/2022 19:15:00,17.89,-83.80,8.22,,,,,,,,
1978,06/07/2022 19:30:00,17.84,-83.85,8.23,,,,,,,,
1979,06/07/2022 19:45:00,17.56,-83.27,8.22,,,,,,,,
1980,06/07/2022 20:00:00,17.39,-83.17,8.22,,,,,,,,
1981,06/07/2022 20:15:00,17.49,-83.14,8.21,,,,,,,,
1982,06/07/2022 20:30:00,17.61,-82.99,8.21,,,,,,,,
1983,06/07/2022 20:45:00,17.84,-82.92,8.21,,,,,,,,
1984,06/07/2022 21:00:00,18.27,-82.80,8.21,,,,,,,,
1985,06/07/2022 21:15:00,18.49,-82.52,8.20,,,,,,,,
1986,06/07/2022 21:30:00,18.65,-81.83,8.19,,,,,,,,
1987,06/07/2022 21:45:00,18.75,-81.75,8.18,,,,,,,,
1988,06/07/2022 22:00:00,18.72,-80.94,8.17,,,,,,,,
1989,06/07/2022 22:15:00,18.53,-80.27,8.16,,,,,,,,
1990,06/07/2022 22:30:00,18.34,-79.64,8.15,,,,,,,,
1991,06/07/2022 22:45:00,18.22,-79.42,8.15,,,,,,,,
1992,06/07/2022 23:00:00,18.06,-78.13,8.12,,,,,,,,
1993,06/07/2022 23:15:00,17.89,-76.85,8.10,,,,,,,,
1994,06/07/2022 23:30:00,17.87,-75.21,8.07,,,,,,,,
1995,06/07/2022 23:45:00,17.89,-75.27,8.07,,,,,,,,
1996,06/08/2022 00:00:00,17.80,-74.83,8.07,,,,,,,,
1997,06/08/2022 00:15:00,17.68,-73.66,8.04,,,,,,,,
1998,06/08/2022 00:30:00,17.61,-72.91,8.03,,,,,,,,
1999,06/08/2022 00:45:00,17.53,-72.88,8.03,,,,,,,,
2000,06/08/2022 01:00:00,17.49,-72.35,8.02,,,,,,,,
2001,06/08/2022 01:15:00,17.46,-72.86,8.03,,,,,,,,
2002,06/08/2022 01:30:00,17.53,-73.94,8.05,,,,,,,,
2003,06/08/2022 01:45:00,17.53,-75.03,8.07,,,,,,,,
2004,06/08/2022 02:00:00,17.15,-79.74,8.16,,,,,,,,
2005,06/08/2022 02:15:00,17.03,-79.50,8.15,,,,,,,,
2006,06/08/2022 02:30:00,16.94,-79.83,8.16,,,,,,,,
2007,06/08/2022 02:45:00,17.01,-78.42,8.13,,,,,,,,
2008,06/08/2022 03:00:00,16.82,-80.81,8.18,,,,,,,,
2009,06/08/2022 03:15:00,16.56,-81.53,8.19,,,,,,,,
2010,06/08/2022 03:30:00,16.80,-79.19,8.15,,,,,,,,
2011,06/08/2022 03:45:00,16.87,-79.31,8.15,,,,,,,,
2012,06/08/2022 04:00:00,16.56,-81.46,8.19,,,,,,,,
2013,06/08/2022 04:15:00,16.49,-82.36,8.20,,,,,,,,
2014,06/08/2022 04:30:00,16.51,-82.44,8.21,,,,,,,,
2015,06/08/2022 04:45:00,16.51,-82.36,8.20,,,,,,,,
2016,06/08/2022 05:00:00,16.53,-82.08,8.20,,,,,,,,
2017,06/08/2022 05:15:00,16.53,-81.89,8.20,,,,,,,,
2018,06/08/2022 05:30:00,16.53,-81.88,8.20,,,,,,,,
2019,06/08/2022 05:45:00,16.53,-81.81,8.19,,,,,,,,
2020,06/08/2022 06:00:00,16.63,-80.13,8.16,,,,,,,,
2021,06/08/2022 06:15:00,16.63,-79.58,8.15,,,,,,,,
2022,06/08/2022 06:30:00,16.58,-79.92,8.16,,,,,,,,
2023,06/08/2022 06:45:00,16.61,-80.60,8.17,,,,,,,,
2024,06/08/2022 07:00:00,16.58,-80.86,8.18,,,,,,,,
2025,06/08/2022 07:15:00,16.58,-81.05,8.18,,,,,,,,
2026,06/08/2022 07:30:00,16.58,-81.47,8.19,,,,,,,,
2027,06/08/2022 07:45:00,16.56,-81.69,8.19,,,,,,,,
2028,06/08/2022 08:00:00,16.53,-81.88,8.20,,,,,,,,
2029,06/08/2022 08:15:00,16.53,-82.02,8.20,,,,,,,,
2030,06/08/2022 08:30:00,16.53,-81.99,8.20,,,,,,,,
2031,06/08/2022 08:45:00,16.56,-81.78,8.19,,,,,,,,
2032,06/08/2022 09:00:00,16.56,-81.77,8.19,,,,,,,,
2033,06/08/2022 09:15:00,16.58,-81.77,8.19,,,,,,,,
2034,06/08/2022 09:30:00,16.61,-81.58,8.19,,,,,,,,
2035,06/08/2022 09:45:00,16.63,-81.80,8.19,,,,,,,,
2036,06/08/2022 10:00:00,16.68,-81.22,8.18,,,,,,,,
2037,06/08/2022 10:15:00,16.77,-80.44,8.17,,,,,,,,
2038,06/08/2022 10:30:00,16.92,-79.44,8.15,,,,,,,,
2039,06/08/2022 10:45:00,17.11,-79.10,8.14,,,,,,,,
2040,06/08/2022 11:00:00,17.49,-80.33,8.16,,,,,,,,
2041,06/08/2022 11:15:00,17.99,-80.02,8.16,,,,,,,,
2042,06/08/2022 11:30:00,18.30,-80.80,8.17,,,,,,,,
2043,06/08/2022 11:45:00,18.60,-81.27,8.18,,,,,,,,
2044,06/08/2022 12:00:00,18.77,-82.97,8.21,,,,,,,,
2045,06/08/2022 12:15:00,19.08,-83.66,8.22,,,,,,,,
2046,06/08/2022 12:30:00,19.34,-84.13,8.22,,,,,,,,
2047,06/08/2022 12:45:00,19.77,-84.46,8.23,,,,,,,,
2048,06/08/2022 13:00:00,20.48,-85.32,8.24,,,,,,,,
2049,06/08/2022 13:15:00,21.22,-85.41,8.24,,,,,,,,
2050,06/08/2022 13:30:00,21.56,-86.19,8.25,,,,,,,,
2051,06/08/2022 13:45:00,22.13,-86.14,8.25,,,,,,,,
2052,06/08/2022 14:00:00,21.56,-80.89,8.16,,,,,,,,
2053,06/08/2022 14:15:00,20.89,-82.03,8.18,,,,,,,,
2054,06/08/2022 14:30:00,21.63,-83.13,8.20,,,,,,,,
2055,06/08/2022 14:45:00,21.65,-83.60,8.21,,,,,,,,
2056,06/08/2022 15:00:00,21.27,-83.22,8.20,,,,,,,,
2057,06/08/2022 15:15:00,20.60,-82.21,8.19,,,,,,,,
2058,06/08/2022 15:30:00,20.01,-81.69,8.18,,,,,,,,
2059,06/08/2022 15:45:00,20.39,-81.78,8.18,,,,,,,,
2060,06/08/2022 16:00:00,20.20,-81.49,8.17,,,,,,,,
2061,06/08/2022 16:15:00,20.03,-82.03,8.18,,,,,,,,
2062,06/08/2022 16:30:00,20.10,-81.72,8.18,,,,,,,,
2063,06/08/2022 16:45:00,19.65,-81.56,8.18,,,,,,,,
2064,06/08/2022 17:00:00,18.87,-81.69,8.18,,,,,,,,
2065,06/08/2022 17:15:00,18.41,-81.36,8.18,,,,,,,,
2066,06/08/2022 17:30:00,18.18,-81.72,8.19,,,,,,,,
2067,06/08/2022 17:45:00,17.89,-81.89,8.19,,,,,,,,
2068,06/08/2022 18:00:00,17.80,-82.03,8.19,,,,,,,,
2069,06/08/2022 18:15:00,17.70,-82.07,8.19,,,,,,,,
2070,06/08/2022 18:30:00,17.65,-82.08,8.20,,,,,,,,
2071,06/08/2022 18:45:00,17.68,-82.16,8.20,,,,,,,,
2072,06/08/2022 19:00:00,17.72,-82.11,8.20,,,,,,,,
2073,06/08/2022 19:15:00,17.75,-82.13,8.20,,,,,,,,
2074,06/08/2022 19:30:00,17.80,-82.10,8.19,,,,,,,,
2075,06/08/2022 19:45:00,17.75,-82.03,8.19,,,,,,,,
2076,06/08/2022 20:00:00,17.68,-81.96,8.19,,,,,,,,
2077,06/08/2022 20:15:00,17.58,-81.94,8.19,,,,,,,,
2078,06/08/2022 20:30:00,17.53,-81.97,8.19,,,,,,,,
2079,06/08/2022 20:45:00,17.46,-81.85,8.19,,,,,,,,
2080,06/08/2022 21:00:00,17.44,-81.81,8.19,,,,,,,,
2081,06/08/2022 21:15:00,17.44,-81.69,8.19,,,,,,,,
2082,06/08/2022 21:30:00,17.44,-81.50,8.19,,,,,,,,
2083,06/08/2022 21:45:00,17.49,-81.38,8.18,,,,,,,,
2084,06/08/2022 22:00:00,17.58,-81.31,8.18,,,,,,,,
2085,06/08/2022 22:15:00,17.70,-81.03,8.18,,,,,,,,
2086,06/08/2022 22:30:00,18.15,-80.49,8.16,,,,,,,,
2087,06/08/2022 22:45:00,18.41,-81.21,8.18,,,,,,,,
2088,06/08/2022 23:00:00,18.51,-80.02,8.15,,,,,,,,
2089,06/08/2022 23:15:00,18.68,-79.78,8.15,,,,,,,,
2090,06/08/2022 23:30:00,18.65,-79.00,8.14,,,,,,,,
2091,06/08/2022 23:45:00,18.70,-78.25,8.12,,,,,,,,
2092,06/09/2022 00:00:00,18.39,-76.10,8.09,,,,,,,,
2093,06/09/2022 00:15:00,18.30,-75.80,8.08,,,,,,,,
2094,06/09/2022 00:30:00,18.18,-74.19,8.05,,,,,,,,
2095,06/09/2022 00:45:00,18.15,-72.71,8.03,,,,,,,,
2096,06/09/2022 01:00:00,18.13,-69.67,7.97,,,,,,,,
2097,06/09/2022 01:15:00,18.08,-68.38,7.95,,,,,,,,
2098,06/09/2022 01:30:00,18.06,-67.52,7.93,,,,,,,,
2099,06/09/2022 01:45:00,18.03,-66.30,7.91,,,,,,,,
2100,06/09/2022 02:00:00,18.30,-67.85,7.94,,,,,,,,
2101,06/09/2022 02:15:00,18.44,-68.75,7.95,,,,,,,,
2102,06/09/2022 02:30:00,18.49,-71.33,8.00,,,,,,,,
2103,06/09/2022 02:45:00,18.18,-75.85,8.08,,,,,,,,
2104,06/09/2022 03:00:00,17.77,-78.71,8.13,,,,,,,,
2105,06/09/2022 03:15:00,17.70,-79.25,8.14,,,,,,,,
2106,06/09/2022 03:30:00,17.58,-79.46,8.15,,,,,,,,
2107,06/09/2022 03:45:00,17.51,-79.55,8.15,,,,,,,,
2108,06/09/2022 04:00:00,17.63,-78.44,8.13,,,,,,,,
2109,06/09/2022 04:15:00,17.46,-79.36,8.15,,,,,,,,
2110,06/09/2022 04:30:00,17.32,-79.75,8.15,,,,,,,,
2111,06/09/2022 04:45:00,17.32,-79.30,8.15,,,,,,,,
2112,06/09/2022 05:00:00,17.30,-79.80,8.16,,,,,,,,
2113,06/09/2022 05:15:00,17.18,-80.47,8.17,,,,,,,,
2114,06/09/2022 05:30:00,17.11,-80.77,8.17,,,,,,,,
2115,06/09/2022 05:45:00,17.06,-80.94,8.18,,,,,,,,
2116,06/09/2022 06:00:00,17.03,-81.03,8.18,,,,,,,,
2117,06/09/2022 06:15:00,17.01,-80.94,8.18,,,,,,,,
2118,06/09/2022 06:30:00,17.03,-80.81,8.17,,,,,,,,
2119,06/09/2022 06:45:00,17.06,-80.83,8.18,,,,,,,,
2120,06/09/2022 07:00:00,17.08,-80.77,8.17,,,,,,,,
2121,06/09/2022 07:15:00,17.06,-80.89,8.18,,,,,,,,
2122,06/09/2022 07:30:00,17.08,-80.94,8.18,,,,,,,,
2123,06/09/2022 07:45:00,17.06,-81.08,8.18,,,,,,,,
2124,06/09/2022 08:00:00,17.06,-81.19,8.18,,,,,,,,
2125,06/09/2022 08:15:00,17.06,-81.27,8.18,,,,,,,,
2126,06/09/2022 08:30:00,17.06,-81.39,8.19,,,,,,,,
2127,06/09/2022 08:45:00,17.08,-80.91,8.18,,,,,,,,
2128,06/09/2022 09:00:00,17.15,-80.47,8.17,,,,,,,,
2129,06/09/2022 09:15:00,17.22,-80.03,8.16,,,,,,,,
2130,06/09/2022 09:30:00,17.25,-79.85,8.16,,,,,,,,
2131,06/09/2022 09:45:00,17.25,-79.77,8.16,,,,,,,,
2132,06/09/2022 10:00:00,17.27,-80.19,8.16,,,,,,,,
2133,06/09/2022 10:15:00,17.32,-80.22,8.16,,,,,,,,
2134,06/09/2022 10:30:00,17.34,-80.16,8.16,,,,,,,,
2135,06/09/2022 10:45:00,17.39,-79.94,8.16,,,,,,,,
2136,06/09/2022 11:00:00,17.44,-80.17,8.16,,,,,,,,
2137,06/09/2022 11:15:00,17.53,-80.42,8.17,,,,,,,,
2138,06/09/2022 11:30:00,17.68,-79.83,8.15,,,,,,,,
2139,06/09/2022 11:45:00,17.91,-79.63,8.15,,,,,,,,
2140,06/09/2022 12:00:00,18.30,-80.86,8.17,,,,,,,,
2141,06/09/2022 12:15:00,18.51,-80.25,8.16,,,,,,,,
2142,06/09/2022 12:30:00,18.75,-81.21,8.17,,,,,,,,
2143,06/09/2022 12:45:00,18.96,-82.71,8.20,,,,,,,,
2144,06/09/2022 13:00:00,19.20,-84.49,8.23,,,,,,,,
2145,06/09/2022 13:15:00,19.48,-86.24,8.26,,,,,,,,
2146,06/09/2022 13:30:00,19.60,-86.67,8.27,,,,,,,,
2147,06/09/2022 13:45:00,19.75,-87.11,8.28,,,,,,,,
2148,06/09/2022 14:00:00,19.86,-87.21,8.28,,,,,,,,
2149,06/09/2022 14:15:00,20.03,-85.71,8.25,,,,,,,,
2150,06/09/2022 14:30:00,20.20,-86.66,8.27,,,,,,,,
2151,06/09/2022 14:45:00,20.29,-82.64,8.19,,,,,,,,
2152,06/09/2022 15:00:00,19.34,-82.08,8.19,,,,,,,,
2153,06/09/2022 15:15:00,19.79,-83.13,8.20,,,,,,,,
2154,06/09/2022 15:30:00,20.46,-85.69,8.25,,,,,,,,
2155,06/09/2022 15:45:00,19.86,-82.89,8.20,,,,,,,,
2156,06/09/2022 16:00:00,20.20,-81.66,8.18,,,,,,,,
2157,06/09/2022 16:15:00,19.37,-81.00,8.17,,,,,,,,
2158,06/09/2022 16:30:00,19.39,-81.08,8.17,,,,,,,,
2159,06/09/2022 16:45:00,18.53,-81.13,8.17,,,,,,,,
2160,06/09/2022 17:00:00,18.58,-81.25,8.18,,,,,,,,
2161,06/09/2022 17:15:00,18.72,-80.78,8.17,,,,,,,,
2162,06/09/2022 17:30:00,18.46,-80.47,8.16,,,,,,,,
2163,06/09/2022 17:45:00,18.18,-81.02,8.17,,,,,,,,
2164,06/09/2022 18:00:00,17.80,-81.50,8.18,,,,,,,,
2165,06/09/2022 18:15:00,17.61,-81.72,8.19,,,,,,,,
2166,06/09/2022 18:30:00,17.46,-81.75,8.19,,,,,,,,
2167,06/09/2022 18:45:00,17.32,-81.85,8.19,,,,,,,,
2168,06/09/2022 19:00:00,17.22,-81.72,8.19,,,,,,,,
2169,06/09/2022 19:15:00,17.20,-81.46,8.19,,,,,,,,
2170,06/09/2022 19:30:00,17.18,-81.30,8.18,,,,,,,,
2171,06/09/2022 19:45:00,17.15,-81.14,8.18,,,,,,,,
2172,06/09/2022 20:00:00,17.13,-81.16,8.18,,,,,,,,
2173,06/09/2022 20:15:00,17.13,-81.16,8.18,,,,,,,,
2174,06/09/2022 20:30:00,17.15,-81.08,8.18,,,,,,,,
2175,06/09/2022 20:45:00,17.11,-81.10,8.18,,,,,,,,
2176,06/09/2022 21:00:00,17.13,-80.99,8.18,,,,,,,,
2177,06/09/2022 21:15:00,17.15,-81.03,8.18,,,,,,,,
2178,06/09/2022 21:30:00,17.22,-80.91,8.18,,,,,,,,
2179,06/09/2022 21:45:00,17.42,-81.47,8.19,,,,,,,,
2180,06/09/2022 22:00:00,17.42,-81.33,8.18,,,,,,,,
2181,06/09/2022 22:15:00,17.44,-81.30,8.18,,,,,,,,
2182,06/09/2022 22:30:00,17.49,-81.31,8.18,,,,,,,,
2183,06/09/2022 22:45:00,17.51,-81.06,8.18,,,,,,,,
2184,06/09/2022 23:00:00,17.53,-80.42,8.17,,,,,,,,
2185,06/09/2022 23:15:00,17.68,-80.17,8.16,,,,,,,,
2186,06/09/2022 23:30:00,17.91,-81.13,8.18,,,,,,,,
2187,06/09/2022 23:45:00,18.01,-80.69,8.17,,,,,,,,
2188,06/10/2022 00:00:00,17.99,-78.96,8.14,,,,,,,,
2189,06/10/2022 00:15:00,18.06,-79.33,8.14,,,,,,,,
2190,06/10/2022 00:30:00,17.99,-78.36,8.13,,,,,,,,
2191,06/10/2022 00:45:00,17.56,-76.61,8.10,,,,,,,,
2192,06/10/2022 01:00:00,17.27,-75.05,8.07,,,,,,,,
2193,06/10/2022 01:15:00,17.15,-72.35,8.02,,,,,,,,
2194,06/10/2022 01:30:00,17.03,-70.53,7.99,,,,,,,,
2195,06/10/2022 01:45:00,16.96,-69.41,7.97,,,,,,,,
2196,06/10/2022 02:00:00,16.89,-68.31,7.95,,,,,,,,
2197,06/10/2022 02:15:00,16.87,-67.66,7.94,,,,,,,,
2198,06/10/2022 02:30:00,16.70,-65.77,7.91,,,,,,,,
2199,06/10/2022 02:45:00,16.58,-65.19,7.90,,,,,,,,
2200,06/10/2022 03:00:00,16.53,-65.49,7.90,,,,,,,,
2201,06/10/2022 03:15:00,16.87,-67.80,7.94,,,,,,,,
2202,06/10/2022 03:30:00,16.80,-66.11,7.91,,,,,,,,
2203,06/10/2022 03:45:00,16.63,-75.14,8.07,,,,,,,,
2204,06/10/2022 04:00:00,16.58,-77.56,8.12,,,,,,,,
2205,06/10/2022 04:15:00,16.42,-76.31,8.10,,,,,,,,
2206,06/10/2022 04:30:00,16.61,-78.22,8.13,,,,,,,,
2207,06/10/2022 04:45:00,16.63,-78.71,8.14,,,,,,,,
2208,06/10/2022 05:00:00,16.63,-78.49,8.13,,,,,,,,
2209,06/10/2022 05:15:00,16.65,-78.74,8.14,,,,,,,,
2210,06/10/2022 05:30:00,16.56,-78.50,8.14,,,,,,,,
2211,06/10/2022 05:45:00,16.56,-79.05,8.15,,,,,,,,
2212,06/10/2022 06:00:00,16.56,-79.47,8.15,,,,,,,,
2213,06/10/2022 06:15:00,16.68,-80.30,8.17,,,,,,,,
2214,06/10/2022 06:30:00,16.70,-80.66,8.17,,,,,,,,
2215,06/10/2022 06:45:00,16.72,-80.94,8.18,,,,,,,,
2216,06/10/2022 07:00:00,16.72,-80.91,8.18,,,,,,,,
2217,06/10/2022 07:15:00,16.68,-80.75,8.18,,,,,,,,
2218,06/10/2022 07:30:00,16.65,-80.58,8.17,,,,,,,,
2219,06/10/2022 07:45:00,16.68,-80.69,8.17,,,,,,,,
2220,06/10/2022 08:00:00,16.70,-80.77,8.18,,,,,,,,
2221,06/10/2022 08:15:00,16.75,-81.02,8.18,,,,,,,,
2222,06/10/2022 08:30:00,16.77,-80.94,8.18,,,,,,,,
2223,06/10/2022 08:45:00,16.80,-80.97,8.18,,,,,,,,
2224,06/10/2022 09:00:00,16.89,-81.30,8.18,,,,,,,,
2225,06/10/2022 09:15:00,16.92,-80.46,8.17,,,,,,,,
2226,06/10/2022 09:30:00,16.94,-79.92,8.16,,,,,,,,
2227,06/10/2022 09:45:00,17.06,-81.02,8.18,,,,,,,,
2228,06/10/2022 10:00:00,17.08,-80.50,8.17,,,,,,,,
2229,06/10/2022 10:15:00,17.13,-80.85,8.18,,,,,,,,
2230,06/10/2022 10:30:00,17.20,-80.83,8.17,,,,,,,,
2231,06/10/2022 10:45:00,17.18,-79.71,8.15,,,,,,,,
2232,06/10/2022 11:00:00,17.20,-79.13,8.14,,,,,,,,
2233,06/10/2022 11:15:00,17.27,-78.13,8.13,,,,,,,,
2234,06/10/2022 11:30:00,17.46,-79.17,8.14,,,,,,,,
2235,06/10/2022 11:45:00,17.72,-79.88,8.16,,,,,,,,
2236,06/10/2022 12:00:00,18.03,-79.41,8.15,,,,,,,,
2237,06/10/2022 12:15:00,18.37,-79.16,8.14,,,,,,,,
2238,06/10/2022 12:30:00,18.87,-79.50,8.14,,,,,,,,
2239,06/10/2022 12:45:00,20.51,-81.50,8.17,,,,,,,,
2240,06/10/2022 13:00:00,22.49,-83.10,8.19,,,,,,,,
2241,06/10/2022 13:15:00,22.87,-81.03,8.16,,,,,,,,
2242,06/10/2022 13:30:00,23.40,-84.97,8.22,,,,,,,,
2243,06/10/2022 13:45:00,23.76,-85.28,8.23,,,,,,,,
2244,06/10/2022 14:00:00,23.98,-87.36,8.26,,,,,,,,
2245,06/10/2022 14:15:00,24.46,-87.33,8.26,,,,,,,,
2246,06/10/2022 14:30:00,24.94,-86.94,8.25,,,,,,,,
2247,06/10/2022 14:45:00,25.31,-87.72,8.26,,,,,,,,
2248,06/10/2022 15:00:00,25.82,-88.55,8.27,,,,,,,,
2249,06/10/2022 15:15:00,25.99,-89.75,8.29,,,,,,,,
2250,06/10/2022 15:30:00,26.21,-90.61,8.31,,,,,,,,
2251,06/10/2022 15:45:00,26.01,-89.55,8.29,,,,,,,,
2252,06/10/2022 16:00:00,25.04,-87.27,8.26,,,,,,,,
2253,06/10/2022 16:15:00,24.65,-85.41,8.22,,,,,,,,
2254,06/10/2022 16:30:00,24.10,-84.75,8.22,,,,,,,,
2255,06/10/2022 16:45:00,23.59,-83.69,8.20,,,,,,,,
2256,06/10/2022 17:00:00,22.25,-81.80,8.17,,,,,,,,
2257,06/10/2022 17:15:00,21.77,-81.56,8.17,,,,,,,,
2258,06/10/2022 17:30:00,22.06,-81.78,8.17,,,,,,,,
2259,06/10/2022 17:45:00,21.63,-81.30,8.17,,,,,,,,
2260,06/10/2022 18:00:00,21.17,-80.83,8.16,,,,,,,,
2261,06/10/2022 18:15:00,20.70,-80.53,8.16,,,,,,,,
2262,06/10/2022 18:30:00,20.44,-80.28,8.15,,,,,,,,
2263,06/10/2022 18:45:00,19.48,-80.28,8.16,,,,,,,,
2264,06/10/2022 19:00:00,18.82,-80.72,8.17,,,,,,,,
2265,06/10/2022 19:15:00,18.60,-80.81,8.17,,,,,,,,
2266,06/10/2022 19:30:00,18.30,-81.33,8.18,,,,,,,,
2267,06/10/2022 19:45:00,18.03,-81.42,8.18,,,,,,,,
2268,06/10/2022 20:00:00,17.89,-81.25,8.18,,,,,,,,
2269,06/10/2022 20:15:00,17.84,-81.19,8.18,,,,,,,,
2270,06/10/2022 20:30:00,17.82,-81.19,8.18,,,,,,,,
2271,06/10/2022 20:45:00,17.80,-81.27,8.18,,,,,,,,
2272,06/10/2022 21:00:00,17.80,-81.27,8.18,,,,,,,,
2273,06/10/2022 21:15:00,17.87,-81.16,8.18,,,,,,,,
2274,06/10/2022 21:30:00,17.87,-81.11,8.18,,,,,,,,
2275,06/10/2022 21:45:00,17.94,-81.06,8.18,,,,,,,,
2276,06/10/2022 22:00:00,17.96,-81.00,8.17,,,,,,,,
2277,06/10/2022 22:15:00,17.99,-80.83,8.17,,,,,,,,
2278,06/10/2022 22:30:00,18.06,-80.78,8.17,,,,,,,,
2279,06/10/2022 22:45:00,18.06,-80.69,8.17,,,,,,,,
2280,06/10/2022 23:00:00,18.08,-80.56,8.17,,,,,,,,
2281,06/10/2022 23:15:00,18.25,-80.36,8.16,,,,,,,,
2282,06/10/2022 23:30:00,18.70,-80.25,8.16,,,,,,,,
2283,06/10/2022 23:45:00,18.79,-80.42,8.16,,,,,,,,
2284,06/11/2022 00:00:00,18.58,-79.83,8.15,,,,,,,,
2285,06/11/2022 00:15:00,18.75,-80.41,8.16,,,,,,,,
2286,06/11/2022 00:30:00,18.65,-78.94,8.14,,,,,,,,
2287,06/11/2022 00:45:00,18.68,-78.05,8.12,,,,,,,,
2288,06/11/2022 01:00:00,18.70,-77.46,8.11,,,,,,,,
2289,06/11/2022 01:15:00,18.60,-77.42,8.11,,,,,,,,
2290,06/11/2022 01:30:00,18.22,-75.47,8.07,,,,,,,,
2291,06/11/2022 01:45:00,18.10,-75.88,8.08,,,,,,,,
2292,06/11/2022 02:00:00,17.96,-69.36,7.97,,,,,,,,
2293,06/11/2022 02:15:00,18.03,-68.35,7.95,,,,,,,,
2294,06/11/2022 02:30:00,17.99,-68.06,7.94,,,,,,,,
2295,06/11/2022 02:45:00,17.89,-65.22,7.89,,,,,,,,
2296,06/11/2022 03:00:00,17.75,-65.05,7.89,,,,,,,,
2297,06/11/2022 03:15:00,17.61,-62.52,7.85,,,,,,,,
2298,06/11/2022 03:30:00,17.30,-60.10,7.80,,,,,,,,
2299,06/11/2022 03:45:00,17.08,-55.36,7.72,,,,,,,,
2300,06/11/2022 04:00:00,17.01,-54.41,7.70,,,,,,,,
2301,06/11/2022 04:15:00,17.11,-54.20,7.70,,,,,,,,
2302,06/11/2022 04:30:00,17.42,-56.77,7.74,,,,,,,,
2303,06/11/2022 04:45:00,17.63,-57.20,7.75,,,,,,,,
2304,06/11/2022 05:00:00,17.77,-72.38,8.02,,,,,,,,
2305,06/11/2022 05:15:00,17.63,-75.72,8.08,,,,,,,,
