#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Host Connected,Button Up,Start pH Calibration,Cancel pH Calibration,End of File
3100,09/29/2022 18:05:27,24.34,6.83,6.63,,,,,,
3101,09/29/2022 18:20:27,24.27,6.70,6.63,,,,,,
3102,09/29/2022 18:35:27,24.15,6.63,6.63,,,,,,
3103,09/29/2022 18:50:27,24.07,6.56,6.64,,,,,,
3104,09/29/2022 19:05:27,24.00,6.55,6.64,,,,,,
3105,09/29/2022 19:20:27,23.95,6.42,6.64,,,,,,
3106,09/29/2022 19:35:27,23.88,6.22,6.64,,,,,,
3107,09/29/2022 19:50:27,23.81,6.14,6.64,,,,,,
3108,09/29/2022 20:05:27,23.74,6.03,6.64,,,,,,
3109,09/29/2022 20:20:27,23.71,5.97,6.65,,,,,,
3110,09/29/2022 20:35:27,23.69,5.70,6.65,,,,,,
3111,09/29/2022 20:50:27,23.62,5.55,6.65,,,,,,
3112,09/29/2022 21:05:27,23.57,5.45,6.65,,,,,,
3113,09/29/2022 21:20:27,23.52,5.42,6.66,,,,,,
3114,09/29/2022 21:35:27,23.52,5.30,6.66,,,,,,
3115,09/29/2022 21:50:27,23.47,5.03,6.66,,,,,,
3116,09/29/2022 22:05:27,23.40,4.95,6.66,,,,,,
3117,09/29/2022 22:20:27,23.35,4.86,6.66,,,,,,
3118,09/29/2022 22:35:27,23.30,4.78,6.67,,,,,,
3119,09/29/2022 22:50:27,23.30,4.64,6.67,,,,,,
3120,09/29/2022 23:05:27,23.26,4.41,6.67,,,,,,
3121,09/29/2022 23:20:27,23.21,4.34,6.67,,,,,,
3122,09/29/2022 23:35:27,23.14,4.22,6.68,,,,,,
3123,09/29/2022 23:50:27,23.11,4.14,6.68,,,,,,
3124,09/30/2022 00:05:27,23.09,4.00,6.68,,,,,,
3125,09/30/2022 00:20:27,23.04,3.78,6.68,,,,,,
3126,09/30/2022 00:35:27,22.99,3.73,6.68,,,,,,
3127,09/30/2022 00:50:27,22.94,3.59,6.69,,,,,,
3128,09/30/2022 01:05:27,22.90,3.47,6.69,,,,,,
3129,09/30/2022 01:20:27,22.90,3.34,6.69,,,,,,
3130,09/30/2022 01:35:27,22.85,3.11,6.70,,,,,,
3131,09/30/2022 01:50:27,22.80,3.06,6.70,,,,,,
3132,09/30/2022 02:05:27,22.73,2.95,6.70,,,,,,
3133,09/30/2022 02:20:27,22.68,2.86,6.70,,,,,,
3134,09/30/2022 02:35:27,22.66,2.78,6.70,,,,,,
3135,09/30/2022 02:50:27,22.63,2.56,6.70,,,,,,
3136,09/30/2022 03:05:27,22.56,2.45,6.71,,,,,,
3137,09/30/2022 03:20:27,22.49,2.34,6.71,,,,,,
3138,09/30/2022 03:35:27,22.44,2.22,6.71,,,,,,
3139,09/30/2022 03:50:27,22.42,2.25,6.71,,,,,,
3140,09/30/2022 04:05:27,22.39,2.03,6.71,,,,,,
3141,09/30/2022 04:20:27,22.32,1.81,6.72,,,,,,
3142,09/30/2022 04:35:27,22.27,1.72,6.72,,,,,,
3143,09/30/2022 04:50:27,22.20,1.69,6.72,,,,,,
3144,09/30/2022 05:05:27,22.15,1.52,6.72,,,,,,
3145,09/30/2022 05:20:27,22.15,1.39,6.72,,,,,,
3146,09/30/2022 05:35:27,22.08,1.30,6.73,,,,,,
3147,09/30/2022 05:50:27,22.03,1.25,6.73,,,,,,
3148,09/30/2022 06:05:27,21.99,1.16,6.73,,,,,,
3149,09/30/2022 06:20:27,21.91,1.09,6.73,,,,,,
3150,09/30/2022 06:35:27,21.89,1.09,6.73,,,,,,
3151,09/30/2022 06:50:27,21.84,0.92,6.73,,,,,,
3152,09/30/2022 07:05:27,21.80,0.91,6.73,,,,,,
3153,09/30/2022 07:20:27,21.80,0.91,6.73,,,,,,
3154,09/30/2022 07:35:27,21.77,0.78,6.74,,,,,,
3155,09/30/2022 07:50:27,21.72,0.72,6.74,,,,,,
3156,09/30/2022 08:05:27,21.68,0.70,6.74,,,,,,
3157,09/30/2022 08:20:27,21.68,0.67,6.74,,,,,,
3158,09/30/2022 08:35:27,21.68,0.64,6.74,,,,,,
3159,09/30/2022 08:50:27,21.68,0.53,6.74,,,,,,
3160,09/30/2022 09:05:27,21.72,0.47,6.74,,,,,,
3161,09/30/2022 09:20:27,21.89,0.28,6.74,,,,,,
3162,09/30/2022 09:35:27,21.96,0.19,6.75,,,,,,
3163,09/30/2022 09:50:27,21.99,0.19,6.75,,,,,,
3164,09/30/2022 10:05:27,22.03,0.19,6.75,,,,,,
3165,09/30/2022 10:20:27,22.06,0.17,6.75,,,,,,
3166,09/30/2022 10:35:27,22.15,0.06,6.75,,,,,,
3167,09/30/2022 10:50:27,22.30,-0.05,6.75,,,,,,
3168,09/30/2022 11:05:27,22.37,-0.16,6.75,,,,,,
3169,09/30/2022 11:20:27,22.44,-0.25,6.75,,,,,,
3170,09/30/2022 11:35:27,22.54,-0.22,6.75,,,,,,
3171,09/30/2022 11:50:27,22.68,-0.11,6.75,,,,,,
3172,09/30/2022 12:05:27,22.80,-0.13,6.75,,,,,,
3173,09/30/2022 12:20:27,22.85,-0.20,6.75,,,,,,
3174,09/30/2022 12:35:27,22.92,-0.17,6.75,,,,,,
3175,09/30/2022 12:50:27,23.02,-0.14,6.75,,,,,,
3176,09/30/2022 13:05:27,23.06,-0.17,6.75,,,,,,
3177,09/30/2022 13:20:27,23.11,-0.17,6.75,,,,,,
3178,09/30/2022 13:35:27,23.16,-0.16,6.75,,,,,,
3179,09/30/2022 13:50:27,23.23,-0.19,6.75,,,,,,
3180,09/30/2022 14:05:27,23.30,-0.17,6.75,,,,,,
3181,09/30/2022 14:20:27,23.45,-0.13,6.75,,,,,,
3182,09/30/2022 14:35:27,23.54,-0.17,6.75,,,,,,
3183,09/30/2022 14:50:27,23.57,-0.25,6.76,,,,,,
3184,09/30/2022 15:05:27,23.54,-0.25,6.76,,,,,,
3185,09/30/2022 15:20:27,23.52,-0.22,6.75,,,,,,
3186,09/30/2022 15:35:27,23.47,-0.22,6.75,,,,,,
3187,09/30/2022 15:50:27,23.42,-0.19,6.75,,,,,,
3188,09/30/2022 16:05:27,23.35,-0.22,6.75,,,,,,
3189,09/30/2022 16:20:27,23.30,-0.27,6.76,,,,,,
3190,09/30/2022 16:35:27,23.23,-0.31,6.76,,,,,,
3191,09/30/2022 16:50:27,23.21,-0.36,6.76,,,,,,
3192,09/30/2022 17:05:27,23.14,-0.38,6.76,,,,,,
3193,09/30/2022 17:20:27,23.06,-0.39,6.76,,,,,,
3194,09/30/2022 17:35:27,22.99,-0.45,6.76,,,,,,
3195,09/30/2022 17:50:27,22.92,-0.48,6.76,,,,,,
3196,09/30/2022 18:05:27,22.90,-0.50,6.76,,,,,,
3197,09/30/2022 18:20:27,22.85,-0.55,6.76,,,,,,
3198,09/30/2022 18:35:27,22.78,-0.63,6.76,,,,,,
3199,09/30/2022 18:50:27,22.73,-0.69,6.76,,,,,,
3200,09/30/2022 19:05:27,22.66,-0.73,6.76,,,,,,
3201,09/30/2022 19:20:27,22.63,-0.75,6.76,,,,,,
3202,09/30/2022 19:35:27,22.61,-0.80,6.76,,,,,,
3203,09/30/2022 19:50:27,22.56,-0.91,6.77,,,,,,
3204,09/30/2022 20:05:27,22.49,-0.95,6.77,,,,,,
3205,09/30/2022 20:20:27,22.44,-1.00,6.77,,,,,,
3206,09/30/2022 20:35:27,22.42,-1.05,6.77,,,,,,
3207,09/30/2022 20:50:27,22.42,-1.06,6.77,,,,,,
3208,09/30/2022 21:05:27,22.37,-1.16,6.77,,,,,,
3209,09/30/2022 21:20:27,22.32,-1.22,6.77,,,,,,
3210,09/30/2022 21:35:27,22.27,-1.27,6.77,,,,,,
3211,09/30/2022 21:50:27,22.25,-1.33,6.77,,,,,,
3212,09/30/2022 22:05:27,22.23,-1.36,6.77,,,,,,
3213,09/30/2022 22:20:27,22.23,-1.42,6.77,,,,,,
3214,09/30/2022 22:35:27,22.18,-1.50,6.78,,,,,,
3215,09/30/2022 22:50:27,22.15,-1.55,6.78,,,,,,
3216,09/30/2022 23:05:27,22.11,-1.61,6.78,,,,,,
3217,09/30/2022 23:20:27,22.08,-1.66,6.78,,,,,,
3218,09/30/2022 23:35:27,22.08,-1.70,6.78,,,,,,
3219,09/30/2022 23:50:27,22.06,-1.77,6.78,,,,,,
3220,10/01/2022 00:05:27,22.03,-1.81,6.78,,,,,,
3221,10/01/2022 00:20:27,21.99,-1.88,6.78,,,,,,
3222,10/01/2022 00:35:27,21.96,-1.92,6.78,,,,,,
3223,10/01/2022 00:50:27,21.94,-1.97,6.78,,,,,,
3224,10/01/2022 01:05:27,21.94,-2.02,6.79,,,,,,
3225,10/01/2022 01:20:27,21.91,-2.08,6.79,,,,,,
3226,10/01/2022 01:35:27,21.87,-2.13,6.79,,,,,,
3227,10/01/2022 01:50:27,21.84,-2.17,6.79,,,,,,
3228,10/01/2022 02:05:27,21.82,-2.22,6.79,,,,,,
3229,10/01/2022 02:20:27,21.84,-2.25,6.79,,,,,,
3230,10/01/2022 02:35:27,21.82,-2.34,6.79,,,,,,
3231,10/01/2022 02:50:27,21.80,-2.38,6.79,,,,,,
3232,10/01/2022 03:05:27,21.75,-2.41,6.79,,,,,,
3233,10/01/2022 03:20:27,21.70,-2.45,6.79,,,,,,
3234,10/01/2022 03:35:27,21.68,-2.50,6.79,,,,,,
3235,10/01/2022 03:50:27,21.68,-2.55,6.79,,,,,,
3236,10/01/2022 04:05:27,21.65,-2.61,6.80,,,,,,
3237,10/01/2022 04:20:27,21.60,-2.66,6.80,,,,,,
3238,10/01/2022 04:35:27,21.56,-2.72,6.80,,,,,,
3239,10/01/2022 04:50:27,21.53,-2.77,6.80,,,,,,
3240,10/01/2022 05:05:27,21.53,-2.78,6.80,,,,,,
3241,10/01/2022 05:20:27,21.53,-2.88,6.80,,,,,,
3242,10/01/2022 05:35:27,21.51,-2.92,6.80,,,,,,
3243,10/01/2022 05:50:27,21.46,-2.95,6.80,,,,,,
3244,10/01/2022 06:05:27,21.44,-3.00,6.80,,,,,,
3245,10/01/2022 06:20:27,21.41,-3.03,6.80,,,,,,
3246,10/01/2022 06:35:27,21.41,-3.06,6.80,,,,,,
3247,10/01/2022 06:50:27,21.39,-3.16,6.81,,,,,,
3248,10/01/2022 07:05:27,21.34,-3.22,6.81,,,,,,
3249,10/01/2022 07:20:27,21.32,-3.27,6.81,,,,,,
3250,10/01/2022 07:35:27,21.27,-3.31,6.81,,,,,,
3251,10/01/2022 07:50:27,21.25,-3.33,6.81,,,,,,
3252,10/01/2022 08:05:27,21.25,-3.38,6.81,,,,,,
3253,10/01/2022 08:20:27,21.22,-3.45,6.81,,,,,,
3254,10/01/2022 08:35:27,21.17,-3.50,6.81,,,,,,
3255,10/01/2022 08:50:27,21.15,-3.56,6.81,,,,,,
3256,10/01/2022 09:05:27,21.13,-3.59,6.81,,,,,,
3257,10/01/2022 09:20:27,21.10,-3.61,6.81,,,,,,
3258,10/01/2022 09:35:27,21.13,-3.67,6.81,,,,,,
3259,10/01/2022 09:50:27,21.10,-3.73,6.82,,,,,,
3260,10/01/2022 10:05:27,21.08,-3.77,6.82,,,,,,
3261,10/01/2022 10:20:27,21.08,-3.83,6.82,,,,,,
3262,10/01/2022 10:35:27,21.06,-3.88,6.82,,,,,,
3263,10/01/2022 10:50:27,21.08,-3.88,6.82,,,,,,
3264,10/01/2022 11:05:27,21.08,-3.97,6.82,,,,,,
3265,10/01/2022 11:20:27,21.06,-4.03,6.82,,,,,,
3266,10/01/2022 11:35:27,21.03,-4.08,6.82,,,,,,
3267,10/01/2022 11:50:27,21.01,-4.13,6.82,,,,,,
3268,10/01/2022 12:05:27,21.01,-4.14,6.82,,,,,,
3269,10/01/2022 12:20:27,21.01,-4.14,6.82,,,,,,
3270,10/01/2022 12:35:27,21.03,-4.25,6.82,,,,,,
3271,10/01/2022 12:50:27,21.03,-4.30,6.83,,,,,,
3272,10/01/2022 13:05:27,21.06,-4.33,6.83,,,,,,
3273,10/01/2022 13:20:27,21.06,-4.38,6.83,,,,,,
3274,10/01/2022 13:35:27,21.08,-4.41,6.83,,,,,,
3275,10/01/2022 13:50:27,21.13,-4.42,6.83,,,,,,
3276,10/01/2022 14:05:27,21.13,-4.56,6.83,,,,,,
3277,10/01/2022 14:20:27,21.10,-4.61,6.83,,,,,,
3278,10/01/2022 14:35:27,21.10,-4.66,6.83,,,,,,
3279,10/01/2022 14:50:27,21.08,-4.69,6.83,,,,,,
3280,10/01/2022 15:05:27,21.08,-4.73,6.83,,,,,,
3281,10/01/2022 15:20:27,21.10,-4.77,6.83,,,,,,
3282,10/01/2022 15:35:27,21.10,-4.88,6.84,,,,,,
3283,10/01/2022 15:50:27,21.10,-4.91,6.84,,,,,,
3284,10/01/2022 16:05:27,21.10,-4.95,6.84,,,,,,
3285,10/01/2022 16:20:27,21.08,-5.00,6.84,,,,,,
3286,10/01/2022 16:35:27,21.08,-5.03,6.84,,,,,,
3287,10/01/2022 16:50:27,21.10,-5.03,6.84,,,,,,
3288,10/01/2022 17:05:27,21.10,-5.16,6.84,,,,,,
3289,10/01/2022 17:20:27,21.08,-5.20,6.84,,,,,,
3290,10/01/2022 17:35:27,21.06,-5.23,6.84,,,,,,
3291,10/01/2022 17:50:27,21.01,-5.28,6.84,,,,,,
3292,10/01/2022 18:05:27,21.01,-5.28,6.84,,,,,,
3293,10/01/2022 18:20:27,21.01,-5.30,6.84,,,,,,
3294,10/01/2022 18:35:27,20.98,-5.41,6.84,,,,,,
3295,10/01/2022 18:50:27,20.96,-5.45,6.85,,,,,,
3296,10/01/2022 19:05:27,20.91,-5.48,6.85,,,,,,
3297,10/01/2022 19:20:27,20.89,-5.52,6.85,,,,,,
3298,10/01/2022 19:35:27,20.86,-5.55,6.85,,,,,,
3299,10/01/2022 19:50:27,20.86,-5.58,6.85,,,,,,
3300,10/01/2022 20:05:27,20.84,-5.66,6.85,,,,,,
3301,10/01/2022 20:20:27,20.82,-5.70,6.85,,,,,,
3302,10/01/2022 20:35:27,20.84,-5.70,6.85,,,,,,
3303,10/01/2022 20:50:27,20.84,-5.84,6.85,,,,,,
3304,10/01/2022 21:05:27,20.79,-5.88,6.85,,,,,,
3305,10/01/2022 21:20:27,20.77,-5.91,6.85,,,,,,
3306,10/01/2022 21:35:27,20.75,-5.95,6.85,,,,,,
3307,10/01/2022 21:50:27,20.72,-5.98,6.85,,,,,,
3308,10/01/2022 22:05:27,20.75,-6.00,6.86,,,,,,
3309,10/01/2022 22:20:27,20.72,-6.13,6.86,,,,,,
3310,10/01/2022 22:35:27,20.70,-6.16,6.86,,,,,,
3311,10/01/2022 22:50:27,20.67,-6.19,6.86,,,,,,
3312,10/01/2022 23:05:27,20.65,-6.23,6.86,,,,,,
3313,10/01/2022 23:20:27,20.65,-6.28,6.86,,,,,,
3314,10/01/2022 23:35:27,20.65,-6.28,6.86,,,,,,
3315,10/01/2022 23:50:27,20.65,-6.41,6.86,,,,,,
3316,10/02/2022 00:05:27,20.63,-6.42,6.86,,,,,,
3317,10/02/2022 00:20:27,20.60,-6.45,6.86,,,,,,
3318,10/02/2022 00:35:27,20.58,-6.50,6.86,,,,,,
3319,10/02/2022 00:50:27,20.56,-6.55,6.86,,,,,,
3320,10/02/2022 01:05:27,20.58,-6.56,6.87,,,,,,
3321,10/02/2022 01:20:27,20.58,-6.67,6.87,,,,,,
3322,10/02/2022 01:35:27,20.56,-6.70,6.87,,,,,,
3323,10/02/2022 01:50:27,20.53,-6.75,6.87,,,,,,
3324,10/02/2022 02:05:27,20.51,-6.77,6.87,,,,,,
3325,10/02/2022 02:20:27,20.48,-6.81,6.87,,,,,,
3326,10/02/2022 02:35:27,20.51,-6.84,6.87,,,,,,
3327,10/02/2022 02:50:27,20.51,-6.94,6.87,,,,,,
3328,10/02/2022 03:05:27,20.48,-6.95,6.87,,,,,,
3329,10/02/2022 03:20:27,20.46,-6.97,6.87,,,,,,
3330,10/02/2022 03:35:27,20.44,-7.02,6.87,,,,,,
3331,10/02/2022 03:50:27,20.41,-7.05,6.87,,,,,,
3332,10/02/2022 04:05:27,20.41,-7.08,6.87,,,,,,
3333,10/02/2022 04:20:27,20.41,-7.17,6.88,,,,,,
3334,10/02/2022 04:35:27,20.41,-7.20,6.88,,,,,,
3335,10/02/2022 04:50:27,20.39,-7.22,6.88,,,,,,
3336,10/02/2022 05:05:27,20.36,-7.27,6.88,,,,,,
3337,10/02/2022 05:20:27,20.36,-7.31,6.88,,,,,,
3338,10/02/2022 05:35:27,20.36,-7.30,6.88,,,,,,
3339,10/02/2022 05:50:27,20.36,-7.36,6.88,,,,,,
3340,10/02/2022 06:05:27,20.36,-7.41,6.88,,,,,,
3341,10/02/2022 06:20:27,20.34,-7.42,6.88,,,,,,
3342,10/02/2022 06:35:27,20.32,-7.45,6.88,,,,,,
3343,10/02/2022 06:50:27,20.32,-7.48,6.88,,,,,,
3344,10/02/2022 07:05:27,20.32,-7.52,6.88,,,,,,
3345,10/02/2022 07:20:27,20.34,-7.58,6.88,,,,,,
3346,10/02/2022 07:35:27,20.32,-7.63,6.88,,,,,,
3347,10/02/2022 07:50:27,20.32,-7.66,6.88,,,,,,
3348,10/02/2022 08:05:27,20.29,-7.67,6.88,,,,,,
3349,10/02/2022 08:20:27,20.29,-7.69,6.89,,,,,,
3350,10/02/2022 08:35:27,20.29,-7.69,6.89,,,,,,
3351,10/02/2022 08:50:27,20.32,-7.73,6.89,,,,,,
3352,10/02/2022 09:05:27,20.34,-7.81,6.89,,,,,,
3353,10/02/2022 09:20:27,20.36,-7.84,6.89,,,,,,
3354,10/02/2022 09:35:27,20.36,-7.89,6.89,,,,,,
3355,10/02/2022 09:50:27,20.39,-7.94,6.89,,,,,,
3356,10/02/2022 10:05:27,20.41,-7.95,6.89,,,,,,
3357,10/02/2022 10:20:27,20.48,-7.83,6.89,,,,,,
3358,10/02/2022 10:35:27,20.56,-7.98,6.89,,,,,,
3359,10/02/2022 10:50:27,20.60,-8.05,6.89,,,,,,
3360,10/02/2022 11:05:27,20.67,-8.05,6.89,,,,,,
3361,10/02/2022 11:20:27,20.70,-8.16,6.89,,,,,,
3362,10/02/2022 11:35:27,20.72,-8.20,6.89,,,,,,
3363,10/02/2022 11:50:27,20.75,-8.19,6.89,,,,,,
3364,10/02/2022 12:05:27,20.75,-8.23,6.90,,,,,,
3365,10/02/2022 12:20:27,20.70,-8.23,6.90,,,,,,
3366,10/02/2022 12:35:27,20.67,-8.20,6.89,,,,,,
3367,10/02/2022 12:50:27,20.65,-8.19,6.89,,,,,,
3368,10/02/2022 13:05:27,20.65,-8.20,6.89,,,,,,
3369,10/02/2022 13:20:27,20.70,-8.14,6.89,,,,,,
3370,10/02/2022 13:35:27,20.72,-8.23,6.90,,,,,,
3371,10/02/2022 13:50:27,20.70,-8.23,6.90,,,,,,
3372,10/02/2022 14:05:27,20.70,-8.23,6.90,,,,,,
3373,10/02/2022 14:20:27,20.67,-8.23,6.90,,,,,,
3374,10/02/2022 14:35:27,20.67,-8.27,6.90,,,,,,
3375,10/02/2022 14:50:27,20.70,-8.27,6.90,,,,,,
3376,10/02/2022 15:05:27,20.67,-8.31,6.90,,,,,,
3377,10/02/2022 15:20:27,20.65,-8.31,6.90,,,,,,
3378,10/02/2022 15:35:27,20.63,-8.30,6.90,,,,,,
3379,10/02/2022 15:50:27,20.58,-8.30,6.90,,,,,,
3380,10/02/2022 16:05:27,20.56,-8.28,6.90,,,,,,
3381,10/02/2022 16:20:27,20.56,-8.27,6.90,,,,,,
3382,10/02/2022 16:35:27,20.53,-8.31,6.90,,,,,,
3383,10/02/2022 16:50:27,20.48,-8.30,6.90,,,,,,
3384,10/02/2022 17:05:27,20.46,-8.28,6.90,,,,,,
3385,10/02/2022 17:20:27,20.41,-8.27,6.90,,,,,,
3386,10/02/2022 17:35:27,20.36,-8.25,6.90,,,,,,
3387,10/02/2022 17:50:27,20.34,-8.27,6.90,,,,,,
3388,10/02/2022 18:05:27,20.32,-8.30,6.90,,,,,,
3389,10/02/2022 18:20:27,20.29,-8.30,6.90,,,,,,
3390,10/02/2022 18:35:27,20.25,-8.30,6.90,,,,,,
3391,10/02/2022 18:50:27,20.20,-8.30,6.90,,,,,,
3392,10/02/2022 19:05:27,20.15,-8.30,6.90,,,,,,
3393,10/02/2022 19:20:27,20.13,-8.31,6.90,,,,,,
3394,10/02/2022 19:35:27,20.10,-8.33,6.90,,,,,,
3395,10/02/2022 19:50:27,20.08,-8.34,6.90,,,,,,
3396,10/02/2022 20:05:27,20.06,-8.34,6.90,,,,,,
3397,10/02/2022 20:20:27,20.01,-8.34,6.90,,,,,,
3398,10/02/2022 20:35:27,19.96,-8.36,6.90,,,,,,
3399,10/02/2022 20:50:27,19.94,-8.39,6.90,,,,,,
3400,10/02/2022 21:05:27,19.94,-8.39,6.90,,,,,,
3401,10/02/2022 21:20:27,19.91,-8.42,6.90,,,,,,
3402,10/02/2022 21:35:27,19.89,-8.42,6.90,,,,,,
3403,10/02/2022 21:50:27,19.84,-8.44,6.90,,,,,,
3404,10/02/2022 22:05:27,19.79,-8.42,6.90,,,,,,
3405,10/02/2022 22:20:27,19.75,-8.44,6.90,,,,,,
3406,10/02/2022 22:35:27,19.75,-8.45,6.90,,,,,,
3407,10/02/2022 22:50:27,19.72,-8.50,6.90,,,,,,
3408,10/02/2022 23:05:27,19.70,-8.53,6.90,,,,,,
3409,10/02/2022 23:20:27,19.65,-8.55,6.90,,,,,,
3410,10/02/2022 23:35:27,19.63,-8.56,6.90,,,,,,
3411,10/02/2022 23:50:27,19.60,-8.59,6.90,,,,,,
3412,10/03/2022 00:05:27,19.58,-8.64,6.90,,,,,,
3413,10/03/2022 00:20:27,19.58,-8.66,6.90,,,,,,
3414,10/03/2022 00:35:27,19.56,-8.72,6.90,,,,,,
3415,10/03/2022 00:50:27,19.53,-8.73,6.90,,,,,,
3416,10/03/2022 01:05:27,19.51,-8.75,6.90,,,,,,
3417,10/03/2022 01:20:27,19.48,-8.78,6.90,,,,,,
3418,10/03/2022 01:35:27,19.44,-8.83,6.91,,,,,,
3419,10/03/2022 01:50:27,19.44,-8.86,6.91,,,,,,
3420,10/03/2022 02:05:27,19.44,-8.91,6.91,,,,,,
3421,10/03/2022 02:20:27,19.41,-8.94,6.91,,,,,,
3422,10/03/2022 02:35:27,19.39,-8.97,6.91,,,,,,
3423,10/03/2022 02:50:27,19.34,-9.00,6.91,,,,,,
3424,10/03/2022 03:05:27,19.32,-9.03,6.91,,,,,,
3425,10/03/2022 03:20:27,19.29,-9.08,6.91,,,,,,
3426,10/03/2022 03:35:27,19.29,-9.11,6.91,,,,,,
3427,10/03/2022 03:50:27,19.27,-9.17,6.91,,,,,,
3428,10/03/2022 04:05:27,19.25,-9.20,6.91,,,,,,
3429,10/03/2022 04:20:27,19.22,-9.22,6.91,,,,,,
3430,10/03/2022 04:35:27,19.17,-9.25,6.91,,,,,,
3431,10/03/2022 04:50:27,19.15,-9.30,6.91,,,,,,
3432,10/03/2022 05:05:27,19.13,-9.33,6.91,,,,,,
3433,10/03/2022 05:20:27,19.13,-9.36,6.91,,,,,,
3434,10/03/2022 05:35:27,19.10,-9.41,6.92,,,,,,
3435,10/03/2022 05:50:27,19.08,-9.44,6.92,,,,,,
3436,10/03/2022 06:05:27,19.06,-9.45,6.92,,,,,,
3437,10/03/2022 06:20:27,19.01,-9.48,6.92,,,,,,
3438,10/03/2022 06:35:27,18.98,-9.52,6.92,,,,,,
3439,10/03/2022 06:50:27,18.96,-9.56,6.92,,,,,,
3440,10/03/2022 07:05:27,18.96,-9.58,6.92,,,,,,
3441,10/03/2022 07:20:27,18.94,-9.63,6.92,,,,,,
3442,10/03/2022 07:35:27,18.91,-9.66,6.92,,,,,,
3443,10/03/2022 07:50:27,18.89,-9.69,6.92,,,,,,
3444,10/03/2022 08:05:27,18.91,-9.69,6.92,,,,,,
3445,10/03/2022 08:20:27,18.96,-9.70,6.92,,,,,,
3446,10/03/2022 08:35:27,19.01,-9.78,6.92,,,,,,
3447,10/03/2022 08:50:27,19.03,-9.80,6.92,,,,,,
3448,10/03/2022 09:05:27,19.06,-9.88,6.92,,,,,,
3449,10/03/2022 09:20:27,19.13,-9.67,6.92,,,,,,
3450,10/03/2022 09:35:27,19.44,-9.45,6.92,,,,,,
3451,10/03/2022 09:50:27,19.86,-9.30,6.91,,,,,,
3452,10/03/2022 10:05:27,20.32,-9.25,6.91,,,,,,
3453,10/03/2022 10:20:27,20.75,-9.30,6.91,,,,,,
3454,10/03/2022 10:35:27,20.98,-9.39,6.92,,,,,,
3455,10/03/2022 10:50:27,21.01,-9.47,6.92,,,,,,
3456,10/03/2022 11:05:27,21.10,-9.50,6.92,,,,,,
3457,10/03/2022 11:20:27,21.22,-9.52,6.92,,,,,,
3458,10/03/2022 11:35:27,21.39,-9.48,6.92,,,,,,
3459,10/03/2022 11:50:27,21.49,-9.47,6.92,,,,,,
3460,10/03/2022 12:05:27,21.63,-9.44,6.92,,,,,,
3461,10/03/2022 12:20:27,21.77,-9.38,6.92,,,,,,
3462,10/03/2022 12:35:27,21.87,-9.36,6.92,,,,,,
3463,10/03/2022 12:50:27,21.94,-9.34,6.92,,,,,,
3464,10/03/2022 13:05:27,22.01,-9.33,6.91,,,,,,
3465,10/03/2022 13:20:27,22.08,-9.30,6.91,,,,,,
3466,10/03/2022 13:35:27,22.03,-9.33,6.91,,,,,,
3467,10/03/2022 13:50:27,21.96,-9.34,6.92,,,,,,
3468,10/03/2022 14:05:27,21.91,-9.33,6.91,,,,,,
3469,10/03/2022 14:20:27,21.84,-9.31,6.91,,,,,,
3470,10/03/2022 14:35:27,21.80,-9.30,6.91,,,,,,
3471,10/03/2022 14:50:27,21.72,-9.30,6.91,,,,,,
3472,10/03/2022 15:05:27,21.68,-9.31,6.91,,,,,,
3473,10/03/2022 15:20:27,21.58,-9.36,6.92,,,,,,
3474,10/03/2022 15:35:27,21.51,-9.39,6.92,,,,,,
3475,10/03/2022 15:50:27,21.46,-9.42,6.92,,,,,,
3476,10/03/2022 16:05:27,21.44,-9.41,6.92,,,,,,
3477,10/03/2022 16:20:27,21.41,-9.39,6.92,,,,,,
3478,10/03/2022 16:35:27,21.39,-9.41,6.92,,,,,,
3479,10/03/2022 16:50:27,21.34,-9.41,6.92,,,,,,
3480,10/03/2022 17:05:27,21.29,-9.39,6.92,,,,,,
3481,10/03/2022 17:20:27,21.25,-9.41,6.92,,,,,,
3482,10/03/2022 17:35:27,21.17,-9.42,6.92,,,,,,
3483,10/03/2022 17:50:27,21.10,-9.44,6.92,,,,,,
3484,10/03/2022 18:05:27,21.03,-9.47,6.92,,,,,,
3485,10/03/2022 18:20:27,21.01,-9.45,6.92,,,,,,
3486,10/03/2022 18:35:27,21.01,-9.42,6.92,,,,,,
3487,10/03/2022 18:50:27,20.98,-9.47,6.92,,,,,,
3488,10/03/2022 19:05:27,20.96,-9.48,6.92,,,,,,
3489,10/03/2022 19:20:27,20.91,-9.50,6.92,,,,,,
3490,10/03/2022 19:35:27,20.86,-9.52,6.92,,,,,,
3491,10/03/2022 19:50:27,20.84,-9.55,6.92,,,,,,
3492,10/03/2022 20:05:27,20.82,-9.56,6.92,,,,,,
3493,10/03/2022 20:20:27,20.79,-9.64,6.92,,,,,,
3494,10/03/2022 20:35:27,20.72,-9.69,6.92,,,,,,
3495,10/03/2022 20:50:27,20.67,-9.73,6.92,,,,,,
3496,10/03/2022 21:05:27,20.67,-9.72,6.92,,,,,,
3497,10/03/2022 21:20:27,20.67,-9.80,6.92,,,,,,
3498,10/03/2022 21:35:27,20.65,-9.86,6.92,,,,,,
