#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Host Connected,Button Up,End of File
870,09/06/2022 13:20:27,22.23,-72.39,8.03,,,,
871,09/06/2022 13:35:27,22.23,-73.52,8.05,,,,
872,09/06/2022 13:50:27,22.18,-74.30,8.07,,,,
873,09/06/2022 14:05:27,22.18,-74.42,8.07,,,,
874,09/06/2022 14:20:27,22.20,-75.00,8.08,,,,
875,09/06/2022 14:35:27,22.23,-76.05,8.10,,,,
876,09/06/2022 14:50:27,22.25,-76.74,8.11,,,,
877,09/06/2022 15:05:27,22.23,-76.80,8.11,,,,
878,09/06/2022 15:20:27,22.23,-76.80,8.11,,,,
879,09/06/2022 15:35:27,22.25,-74.39,8.07,,,,
880,09/06/2022 15:50:27,22.27,-73.92,8.06,,,,
881,09/06/2022 16:05:27,22.30,-74.39,8.07,,,,
882,09/06/2022 16:20:27,22.30,-73.61,8.05,,,,
883,09/06/2022 16:35:27,22.30,-73.03,8.04,,,,
884,09/06/2022 16:50:27,22.32,-72.88,8.04,,,,
885,09/06/2022 17:05:27,22.35,-74.22,8.06,,,,
886,09/06/2022 17:20:27,22.37,-72.99,8.04,,,,
887,09/06/2022 17:35:27,22.37,-73.31,8.05,,,,
888,09/06/2022 17:50:27,22.37,-73.67,8.05,,,,
889,09/06/2022 18:05:27,22.35,-72.94,8.04,,,,
890,09/06/2022 18:20:27,22.35,-72.60,8.04,,,,
891,09/06/2022 18:35:27,22.35,-73.11,8.05,,,,
892,09/06/2022 18:50:27,22.35,-72.49,8.03,,,,
893,09/06/2022 19:05:27,22.35,-72.83,8.04,,,,
894,09/06/2022 19:20:27,22.35,-73.14,8.05,,,,
895,09/06/2022 19:35:27,22.35,-72.58,8.04,,,,
896,09/06/2022 19:50:27,22.35,-72.56,8.04,,,,
897,09/06/2022 20:05:27,22.32,-72.64,8.04,,,,
898,09/06/2022 20:20:27,22.32,-71.86,8.02,,,,
899,09/06/2022 20:35:27,22.32,-72.80,8.04,,,,
900,09/06/2022 20:50:27,22.32,-71.94,8.02,,,,
901,09/06/2022 21:05:27,22.30,-71.67,8.02,,,,
902,09/06/2022 21:20:27,22.30,-72.22,8.03,,,,
903,09/06/2022 21:35:27,22.30,-71.88,8.02,,,,
904,09/06/2022 21:50:27,22.27,-71.38,8.01,,,,
905,09/06/2022 22:05:27,22.27,-71.10,8.01,,,,
906,09/06/2022 22:20:27,22.23,-72.47,8.03,,,,
907,09/06/2022 22:35:27,22.23,-72.22,8.03,,,,
908,09/06/2022 22:50:27,22.18,-72.19,8.03,,,,
909,09/06/2022 23:05:27,22.15,-72.46,8.03,,,,
910,09/06/2022 23:20:27,22.13,-71.77,8.02,,,,
911,09/06/2022 23:35:27,22.11,-72.02,8.03,,,,
912,09/06/2022 23:50:27,22.08,-70.89,8.01,,,,
913,09/07/2022 00:05:27,22.06,-71.42,8.02,,,,
914,09/07/2022 00:20:27,22.03,-71.50,8.02,,,,
915,09/07/2022 00:35:27,21.99,-71.03,8.01,,,,
916,09/07/2022 00:50:27,21.91,-70.72,8.00,,,,
917,09/07/2022 01:05:27,21.82,-69.78,7.99,,,,
918,09/07/2022 01:20:27,21.68,-67.78,7.95,,,,
919,09/07/2022 01:35:27,21.49,-65.78,7.92,,,,
920,09/07/2022 01:50:27,21.41,-65.19,7.91,,,,
921,09/07/2022 02:05:27,21.08,-60.85,7.83,,,,
922,09/07/2022 02:20:27,20.77,-55.95,7.75,,,,
923,09/07/2022 02:35:27,19.89,-53.85,7.71,,,,
924,09/07/2022 02:50:27,19.10,-56.58,7.76,,,,
925,09/07/2022 03:05:27,18.63,-54.89,7.73,,,,
926,09/07/2022 03:20:27,19.01,-40.08,7.47,,,,
927,09/07/2022 03:35:27,19.51,-38.84,7.44,,,,
928,09/07/2022 03:50:27,19.72,-42.42,7.51,,,,
929,09/07/2022 04:05:27,20.22,-54.80,7.73,,,,
930,09/07/2022 04:20:27,20.22,-44.86,7.55,,,,
931,09/07/2022 04:35:27,20.34,-50.38,7.65,,,,
932,09/07/2022 04:50:27,20.56,-57.27,7.77,,,,
933,09/07/2022 05:05:27,20.79,-63.16,7.87,,,,
934,09/07/2022 05:20:27,20.94,-66.25,7.93,,,,
935,09/07/2022 05:35:27,21.06,-67.33,7.95,,,,
936,09/07/2022 05:50:27,21.15,-68.03,7.96,,,,
937,09/07/2022 06:05:27,21.22,-67.19,7.94,,,,
938,09/07/2022 06:20:27,21.27,-67.89,7.96,,,,
939,09/07/2022 06:35:27,21.34,-67.50,7.95,,,,
940,09/07/2022 06:50:27,21.39,-67.72,7.95,,,,
941,09/07/2022 07:05:27,21.44,-68.10,7.96,,,,
942,09/07/2022 07:20:27,21.46,-68.16,7.96,,,,
943,09/07/2022 07:35:27,21.49,-68.38,7.96,,,,
944,09/07/2022 07:50:27,21.49,-68.44,7.97,,,,
945,09/07/2022 08:05:27,21.51,-68.50,7.97,,,,
946,09/07/2022 08:20:27,21.51,-68.19,7.96,,,,
947,09/07/2022 08:35:27,21.51,-68.77,7.97,,,,
948,09/07/2022 08:50:27,21.46,-68.11,7.96,,,,
949,09/07/2022 09:05:27,21.51,-68.58,7.97,,,,
950,09/07/2022 09:20:27,21.49,-68.92,7.97,,,,
951,09/07/2022 09:35:27,21.49,-68.92,7.97,,,,
952,09/07/2022 09:50:27,21.49,-68.94,7.97,,,,
953,09/07/2022 10:05:27,21.49,-68.46,7.97,,,,
954,09/07/2022 10:20:27,21.51,-69.33,7.98,,,,
955,09/07/2022 10:35:27,21.56,-69.88,7.99,,,,
956,09/07/2022 10:50:27,21.60,-70.44,8.00,,,,
957,09/07/2022 11:05:27,21.65,-70.66,8.00,,,,
958,09/07/2022 11:20:27,21.65,-69.33,7.98,,,,
959,09/07/2022 11:35:27,21.68,-69.36,7.98,,,,
960,09/07/2022 11:50:27,21.72,-70.46,8.00,,,,
961,09/07/2022 12:05:27,21.77,-70.67,8.00,,,,
962,09/07/2022 12:20:27,21.75,-69.39,7.98,,,,
963,09/07/2022 12:35:27,21.75,-68.44,7.96,,,,
964,09/07/2022 12:50:27,21.72,-67.17,7.94,,,,
965,09/07/2022 13:05:27,21.65,-67.94,7.96,,,,
966,09/07/2022 13:20:27,21.65,-68.60,7.97,,,,
967,09/07/2022 13:35:27,21.65,-69.25,7.98,,,,
968,09/07/2022 13:50:27,21.65,-69.94,7.99,,,,
969,09/07/2022 14:05:27,21.70,-71.06,8.01,,,,
970,09/07/2022 14:20:27,21.80,-73.56,8.06,,,,
971,09/07/2022 14:35:27,22.18,-79.94,8.17,,,,
972,09/07/2022 14:50:27,22.32,-79.60,8.16,,,,
973,09/07/2022 15:05:27,22.44,-81.33,8.19,,,,
974,09/07/2022 15:20:27,22.61,-83.35,8.23,,,,
975,09/07/2022 15:35:27,22.73,-82.49,8.21,,,,
976,09/07/2022 15:50:27,22.75,-81.55,8.19,,,,
977,09/07/2022 16:05:27,22.80,-82.88,8.22,,,,
978,09/07/2022 16:20:27,22.70,-80.69,8.18,,,,
979,09/07/2022 16:35:27,22.58,-79.71,8.16,,,,
980,09/07/2022 16:50:27,22.47,-78.02,8.13,,,,
981,09/07/2022 17:05:27,22.39,-77.35,8.12,,,,
982,09/07/2022 17:20:27,22.35,-76.63,8.11,,,,
983,09/07/2022 17:35:27,22.23,-75.75,8.09,,,,
984,09/07/2022 17:50:27,22.13,-75.78,8.09,,,,
985,09/07/2022 18:05:27,22.11,-74.46,8.07,,,,
986,09/07/2022 18:20:27,22.08,-74.14,8.06,,,,
987,09/07/2022 18:35:27,22.06,-74.38,8.07,,,,
988,09/07/2022 18:50:27,22.06,-73.81,8.06,,,,
989,09/07/2022 19:05:27,22.01,-74.22,8.07,,,,
990,09/07/2022 19:20:27,22.01,-74.30,8.07,,,,
991,09/07/2022 19:35:27,21.99,-73.69,8.06,,,,
992,09/07/2022 19:50:27,21.99,-72.77,8.04,,,,
993,09/07/2022 20:05:27,21.96,-74.11,8.06,,,,
994,09/07/2022 20:20:27,21.96,-73.94,8.06,,,,
995,09/07/2022 20:35:27,21.94,-73.38,8.05,,,,
996,09/07/2022 20:50:27,21.94,-72.58,8.04,,,,
997,09/07/2022 21:05:27,21.91,-72.89,8.04,,,,
998,09/07/2022 21:20:27,21.89,-73.02,8.05,,,,
999,09/07/2022 21:35:27,21.89,-73.64,8.06,,,,
1000,09/07/2022 21:50:27,21.89,-73.69,8.06,,,,
1001,09/07/2022 22:05:27,21.89,-73.60,8.06,,,,
1002,09/07/2022 22:20:27,21.84,-73.88,8.06,,,,
1003,09/07/2022 22:35:27,21.84,-73.91,8.06,,,,
1004,09/07/2022 22:50:27,21.82,-73.92,8.06,,,,
1005,09/07/2022 23:05:27,21.80,-73.83,8.06,,,,
1006,09/07/2022 23:20:27,21.75,-73.75,8.06,,,,
1007,09/07/2022 23:35:27,21.75,-72.46,8.04,,,,
1008,09/07/2022 23:50:27,21.75,-73.44,8.05,,,,
1009,09/08/2022 00:05:27,21.72,-73.99,8.06,,,,
1010,09/08/2022 00:20:27,21.72,-74.39,8.07,,,,
1011,09/08/2022 00:35:27,21.70,-74.10,8.06,,,,
1012,09/08/2022 00:50:27,21.70,-74.63,8.07,,,,
1013,09/08/2022 01:05:27,21.68,-74.49,8.07,,,,
1014,09/08/2022 01:20:27,21.63,-74.30,8.07,,,,
1015,09/08/2022 01:35:27,21.58,-73.10,8.05,,,,
1016,09/08/2022 01:50:27,21.56,-73.86,8.06,,,,
1017,09/08/2022 02:05:27,21.44,-73.80,8.06,,,,
1018,09/08/2022 02:20:27,21.32,-72.85,8.04,,,,
1019,09/08/2022 02:35:27,21.15,-71.61,8.02,,,,
1020,09/08/2022 02:50:27,20.96,-69.81,7.99,,,,
1021,09/08/2022 03:05:27,20.70,-65.25,7.91,,,,
1022,09/08/2022 03:20:27,18.91,-54.89,7.73,,,,
1023,09/08/2022 03:35:27,17.56,-53.36,7.71,,,,
1024,09/08/2022 03:50:27,17.11,-50.85,7.66,,,,
1025,09/08/2022 04:05:27,16.80,-48.78,7.63,,,,
1026,09/08/2022 04:20:27,16.68,-43.99,7.54,,,,
1027,09/08/2022 04:35:27,16.58,-40.77,7.48,,,,
1028,09/08/2022 04:50:27,17.94,-30.70,7.30,,,,
1029,09/08/2022 05:05:27,18.44,-41.16,7.49,,,,
1030,09/08/2022 05:20:27,19.60,-61.52,7.85,,,,
1031,09/08/2022 05:35:27,19.70,-63.58,7.88,,,,
1032,09/08/2022 05:50:27,19.79,-64.42,7.90,,,,
1033,09/08/2022 06:05:27,19.58,-62.80,7.87,,,,
1034,09/08/2022 06:20:27,19.94,-66.99,7.94,,,,
1035,09/08/2022 06:35:27,19.91,-66.55,7.94,,,,
1036,09/08/2022 06:50:27,19.94,-66.61,7.94,,,,
1037,09/08/2022 07:05:27,19.94,-66.03,7.93,,,,
1038,09/08/2022 07:20:27,19.98,-66.41,7.93,,,,
1039,09/08/2022 07:35:27,20.01,-65.17,7.91,,,,
1040,09/08/2022 07:50:27,20.06,-65.80,7.92,,,,
1041,09/08/2022 08:05:27,20.13,-66.81,7.94,,,,
1042,09/08/2022 08:20:27,20.20,-68.75,7.97,,,,
1043,09/08/2022 08:35:27,20.25,-69.17,7.98,,,,
1044,09/08/2022 08:50:27,20.03,-66.42,7.93,,,,
1045,09/08/2022 09:05:27,19.98,-67.03,7.94,,,,
1046,09/08/2022 09:20:27,20.01,-66.88,7.94,,,,
1047,09/08/2022 09:35:27,20.08,-67.41,7.95,,,,
1048,09/08/2022 09:50:27,19.84,-66.06,7.93,,,,
1049,09/08/2022 10:05:27,19.70,-66.16,7.93,,,,
1050,09/08/2022 10:20:27,19.37,-65.72,7.92,,,,
1051,09/08/2022 10:35:27,18.58,-60.75,7.84,,,,
1052,09/08/2022 10:50:27,17.11,-56.08,7.76,,,,
1053,09/08/2022 11:05:27,16.46,-52.80,7.70,,,,
1054,09/08/2022 11:20:27,15.89,-50.69,7.66,,,,
1055,09/08/2022 11:35:27,15.44,-49.14,7.64,,,,
1056,09/08/2022 11:50:27,15.34,-50.05,7.65,,,,
1057,09/08/2022 12:05:27,15.20,-49.77,7.65,,,,
1058,09/08/2022 12:20:27,14.91,-49.10,7.64,,,,
1059,09/08/2022 12:35:27,14.91,-49.20,7.64,,,,
1060,09/08/2022 12:50:27,14.84,-49.35,7.64,,,,
1061,09/08/2022 13:05:27,14.82,-50.16,7.66,,,,
1062,09/08/2022 13:20:27,14.72,-50.27,7.66,,,,
1063,09/08/2022 13:35:27,14.77,-52.17,7.69,,,,
1064,09/08/2022 13:50:27,14.98,-53.85,7.72,,,,
1065,09/08/2022 14:05:27,15.91,-57.05,7.78,,,,
1066,09/08/2022 14:20:27,16.63,-58.94,7.81,,,,
1067,09/08/2022 14:35:27,16.99,-61.63,7.86,,,,
1068,09/08/2022 14:50:27,17.20,-62.80,7.88,,,,
1069,09/08/2022 15:05:27,17.39,-63.41,7.89,,,,
1070,09/08/2022 15:20:27,17.68,-65.11,7.92,,,,
1071,09/08/2022 15:35:27,18.06,-67.58,7.96,,,,
1072,09/08/2022 15:50:27,18.65,-71.27,8.03,,,,
1073,09/08/2022 16:05:27,19.22,-75.38,8.10,,,,
1074,09/08/2022 16:20:27,20.15,-84.86,8.26,,,,
1075,09/08/2022 16:35:27,21.94,-97.08,8.47,,,,
1076,09/08/2022 16:50:27,21.39,-90.50,8.36,,,,
1077,09/08/2022 17:05:27,20.10,-73.80,8.07,,,,
1078,09/08/2022 17:20:27,18.70,-65.50,7.92,,,,
1079,09/08/2022 17:35:27,18.75,-69.39,7.99,,,,
1080,09/08/2022 17:50:27,17.82,-63.78,7.89,,,,
1081,09/08/2022 18:05:27,17.72,-63.10,7.88,,,,
1082,09/08/2022 18:20:27,17.42,-61.56,7.85,,,,
1083,09/08/2022 18:35:27,17.08,-59.69,7.82,,,,
1084,09/08/2022 18:50:27,16.75,-59.20,7.81,,,,
1085,09/08/2022 19:05:27,16.72,-59.16,7.81,,,,
1086,09/08/2022 19:20:27,16.63,-58.58,7.80,,,,
1087,09/08/2022 19:35:27,16.39,-57.11,7.78,,,,
1088,09/08/2022 19:50:27,16.27,-57.19,7.78,,,,
1089,09/08/2022 20:05:27,16.20,-56.02,7.76,,,,
1090,09/08/2022 20:20:27,16.13,-55.39,7.75,,,,
1091,09/08/2022 20:35:27,16.13,-54.44,7.73,,,,
1092,09/08/2022 20:50:27,16.15,-53.69,7.72,,,,
1093,09/08/2022 21:05:27,16.18,-53.44,7.71,,,,
1094,09/08/2022 21:20:27,16.18,-53.99,7.72,,,,
1095,09/08/2022 21:35:27,16.22,-53.94,7.72,,,,
1096,09/08/2022 21:50:27,16.22,-52.72,7.70,,,,
1097,09/08/2022 22:05:27,16.25,-52.17,7.69,,,,
1098,09/08/2022 22:20:27,16.27,-53.56,7.71,,,,
1099,09/08/2022 22:35:27,16.27,-52.92,7.70,,,,
1100,09/08/2022 22:50:27,16.27,-53.52,7.71,,,,
1101,09/08/2022 23:05:27,16.27,-54.80,7.74,,,,
1102,09/08/2022 23:20:27,16.27,-53.72,7.72,,,,
1103,09/08/2022 23:35:27,16.30,-54.63,7.73,,,,
1104,09/08/2022 23:50:27,16.27,-54.44,7.73,,,,
1105,09/09/2022 00:05:27,16.25,-54.67,7.73,,,,
1106,09/09/2022 00:20:27,16.25,-55.00,7.74,,,,
1107,09/09/2022 00:35:27,16.22,-54.72,7.73,,,,
1108,09/09/2022 00:50:27,16.25,-54.80,7.74,,,,
1109,09/09/2022 01:05:27,16.27,-54.53,7.73,,,,
1110,09/09/2022 01:20:27,16.20,-51.28,7.67,,,,
1111,09/09/2022 01:35:27,16.15,-50.27,7.65,,,,
1112,09/09/2022 01:50:27,16.15,-49.45,7.64,,,,
1113,09/09/2022 02:05:27,16.18,-49.85,7.65,,,,
1114,09/09/2022 02:20:27,16.20,-50.44,7.66,,,,
1115,09/09/2022 02:35:27,16.18,-51.60,7.68,,,,
1116,09/09/2022 02:50:27,16.15,-51.16,7.67,,,,
1117,09/09/2022 03:05:27,16.15,-50.17,7.65,,,,
1118,09/09/2022 03:20:27,16.15,-48.55,7.62,,,,
1119,09/09/2022 03:35:27,16.22,-47.10,7.60,,,,
1120,09/09/2022 03:50:27,16.32,-45.20,7.56,,,,
1121,09/09/2022 04:05:27,16.70,-50.64,7.66,,,,
1122,09/09/2022 04:20:27,16.94,-50.49,7.66,,,,
1123,09/09/2022 04:35:27,17.01,-45.38,7.56,,,,
1124,09/09/2022 04:50:27,17.11,-39.91,7.47,,,,
1125,09/09/2022 05:05:27,17.22,-35.28,7.38,,,,
1126,09/09/2022 05:20:27,17.27,-30.88,7.30,,,,
1127,09/09/2022 05:35:27,17.34,-27.53,7.24,,,,
1128,09/09/2022 05:50:27,16.87,-30.45,7.29,,,,
1129,09/09/2022 06:05:27,16.51,-33.89,7.36,,,,
1130,09/09/2022 06:20:27,16.46,-37.47,7.42,,,,
1131,09/09/2022 06:35:27,16.30,-42.80,7.52,,,,
1132,09/09/2022 06:50:27,16.06,-46.41,7.58,,,,
1133,09/09/2022 07:05:27,16.06,-45.53,7.57,,,,
1134,09/09/2022 07:20:27,15.96,-46.72,7.59,,,,
1135,09/09/2022 07:35:27,16.01,-45.77,7.57,,,,
1136,09/09/2022 07:50:27,16.08,-47.50,7.60,,,,
1137,09/09/2022 08:05:27,16.11,-48.38,7.62,,,,
1138,09/09/2022 08:20:27,16.15,-47.83,7.61,,,,
1139,09/09/2022 08:35:27,16.25,-50.49,7.66,,,,
1140,09/09/2022 08:50:27,16.32,-52.22,7.69,,,,
1141,09/09/2022 09:05:27,16.25,-53.38,7.71,,,,
1142,09/09/2022 09:20:27,16.20,-52.60,7.70,,,,
1143,09/09/2022 09:35:27,16.20,-53.56,7.71,,,,
1144,09/09/2022 09:50:27,16.13,-54.50,7.73,,,,
1145,09/09/2022 10:05:27,14.31,-47.72,7.61,,,,
1146,09/09/2022 10:20:27,13.71,-46.60,7.59,,,,
1147,09/09/2022 10:35:27,13.40,-45.52,7.57,,,,
1148,09/09/2022 10:50:27,13.23,-45.81,7.58,,,,
1149,09/09/2022 11:05:27,13.23,-45.53,7.57,,,,
1150,09/09/2022 11:20:27,13.26,-46.35,7.59,,,,
1151,09/09/2022 11:35:27,13.33,-47.06,7.60,,,,
1152,09/09/2022 11:50:27,13.31,-47.03,7.60,,,,
1153,09/09/2022 12:05:27,13.35,-45.95,7.58,,,,
1154,09/09/2022 12:20:27,13.43,-46.91,7.60,,,,
1155,09/09/2022 12:35:27,13.50,-49.31,7.64,,,,
1156,09/09/2022 12:50:27,13.52,-48.97,7.64,,,,
1157,09/09/2022 13:05:27,13.57,-49.58,7.65,,,,
1158,09/09/2022 13:20:27,13.64,-49.83,7.65,,,,
1159,09/09/2022 13:35:27,13.74,-50.61,7.67,,,,
1160,09/09/2022 13:50:27,13.83,-51.17,7.68,,,,
1161,09/09/2022 14:05:27,13.91,-52.00,7.69,,,,
1162,09/09/2022 14:20:27,13.93,-52.47,7.70,,,,
1163,09/09/2022 14:35:27,14.00,-52.69,7.70,,,,
1164,09/09/2022 14:50:27,14.12,-53.45,7.72,,,,
1165,09/09/2022 15:05:27,14.29,-53.44,7.72,,,,
1166,09/09/2022 15:20:27,14.53,-54.36,7.73,,,,
1167,09/09/2022 15:35:27,14.86,-55.95,7.76,,,,
1168,09/09/2022 15:50:27,15.29,-59.89,7.83,,,,
1169,09/09/2022 16:05:27,15.84,-63.17,7.89,,,,
1170,09/09/2022 16:20:27,16.39,-64.97,7.92,,,,
1171,09/09/2022 16:35:27,17.20,-72.52,8.05,,,,
1172,09/09/2022 16:50:27,17.99,-69.24,7.99,,,,
1173,09/09/2022 17:05:27,18.37,-63.39,7.88,,,,
1174,09/09/2022 17:20:27,18.39,-59.25,7.81,,,,
1175,09/09/2022 17:35:27,18.75,-58.06,7.79,,,,
1176,09/09/2022 17:50:27,19.29,-83.78,8.25,,,,
1177,09/09/2022 18:05:27,18.08,-74.94,8.09,,,,
1178,09/09/2022 18:20:27,17.01,-67.61,7.97,,,,
1179,09/09/2022 18:35:27,16.58,-65.49,7.93,,,,
1180,09/09/2022 18:50:27,15.82,-59.91,7.83,,,,
1181,09/09/2022 19:05:27,15.63,-60.11,7.83,,,,
1182,09/09/2022 19:20:27,15.44,-58.52,7.81,,,,
1183,09/09/2022 19:35:27,15.15,-58.10,7.80,,,,
1184,09/09/2022 19:50:27,15.01,-57.69,7.79,,,,
1185,09/09/2022 20:05:27,14.98,-57.06,7.78,,,,
1186,09/09/2022 20:20:27,15.08,-57.47,7.79,,,,
1187,09/09/2022 20:35:27,15.03,-57.58,7.79,,,,
1188,09/09/2022 20:50:27,15.10,-56.69,7.77,,,,
1189,09/09/2022 21:05:27,15.20,-55.99,7.76,,,,
1190,09/09/2022 21:20:27,15.32,-55.85,7.76,,,,
1191,09/09/2022 21:35:27,15.51,-55.42,7.75,,,,
1192,09/09/2022 21:50:27,15.53,-55.19,7.74,,,,
1193,09/09/2022 22:05:27,15.56,-54.85,7.74,,,,
1194,09/09/2022 22:20:27,15.80,-57.13,7.78,,,,
1195,09/09/2022 22:35:27,15.82,-58.24,7.80,,,,
1196,09/09/2022 22:50:27,15.87,-59.81,7.83,,,,
1197,09/09/2022 23:05:27,15.94,-59.66,7.82,,,,
1198,09/09/2022 23:20:27,15.99,-59.64,7.82,,,,
1199,09/09/2022 23:35:27,16.03,-59.63,7.82,,,,
1200,09/09/2022 23:50:27,16.11,-59.86,7.83,,,,
1201,09/10/2022 00:05:27,16.20,-59.95,7.83,,,,
1202,09/10/2022 00:20:27,16.30,-59.88,7.83,,,,
1203,09/10/2022 00:35:27,16.39,-59.05,7.81,,,,
1204,09/10/2022 00:50:27,16.46,-58.24,7.80,,,,
1205,09/10/2022 01:05:27,16.53,-57.86,7.79,,,,
1206,09/10/2022 01:20:27,16.65,-59.88,7.83,,,,
1207,09/10/2022 01:35:27,16.72,-60.14,7.83,,,,
1208,09/10/2022 01:50:27,16.80,-60.06,7.83,,,,
1209,09/10/2022 02:05:27,16.92,-60.53,7.84,,,,
1210,09/10/2022 02:20:27,16.99,-60.10,7.83,,,,
1211,09/10/2022 02:35:27,17.13,-60.83,7.84,,,,
1212,09/10/2022 02:50:27,17.25,-60.91,7.84,,,,
1213,09/10/2022 03:05:27,17.30,-61.00,7.84,,,,
1214,09/10/2022 03:20:27,17.37,-61.69,7.86,,,,
1215,09/10/2022 03:35:27,17.32,-61.61,7.86,,,,
1216,09/10/2022 03:50:27,17.20,-60.75,7.84,,,,
1217,09/10/2022 04:05:27,17.08,-59.80,7.82,,,,
1218,09/10/2022 04:20:27,16.92,-53.14,7.70,,,,
1219,09/10/2022 04:35:27,16.94,-50.86,7.66,,,,
1220,09/10/2022 04:50:27,17.01,-52.75,7.70,,,,
1221,09/10/2022 05:05:27,17.11,-50.30,7.65,,,,
1222,09/10/2022 05:20:27,17.22,-46.11,7.58,,,,
1223,09/10/2022 05:35:27,17.20,-44.36,7.55,,,,
1224,09/10/2022 05:50:27,17.20,-41.86,7.50,,,,
1225,09/10/2022 06:05:27,17.22,-41.30,7.49,,,,
1226,09/10/2022 06:20:27,17.27,-39.78,7.46,,,,
1227,09/10/2022 06:35:27,17.37,-38.77,7.44,,,,
1228,09/10/2022 06:50:27,16.82,-32.64,7.33,,,,
1229,09/10/2022 07:05:27,16.75,-38.38,7.44,,,,
1230,09/10/2022 07:20:27,16.87,-52.45,7.69,,,,
1231,09/10/2022 07:35:27,16.92,-54.97,7.74,,,,
1232,09/10/2022 07:50:27,16.99,-55.60,7.75,,,,
1233,09/10/2022 08:05:27,17.03,-56.81,7.77,,,,
1234,09/10/2022 08:20:27,17.06,-58.08,7.79,,,,
1235,09/10/2022 08:35:27,17.01,-58.03,7.79,,,,
1236,09/10/2022 08:50:27,16.99,-58.17,7.79,,,,
1237,09/10/2022 09:05:27,16.96,-58.36,7.80,,,,
1238,09/10/2022 09:20:27,17.01,-59.19,7.81,,,,
1239,09/10/2022 09:35:27,17.08,-60.30,7.83,,,,
1240,09/10/2022 09:50:27,17.22,-61.77,7.86,,,,
1241,09/10/2022 10:05:27,17.34,-63.47,7.89,,,,
1242,09/10/2022 10:20:27,17.51,-64.41,7.91,,,,
1243,09/10/2022 10:35:27,17.68,-64.99,7.92,,,,
1244,09/10/2022 10:50:27,17.72,-66.10,7.94,,,,
1245,09/10/2022 11:05:27,17.82,-65.60,7.93,,,,
1246,09/10/2022 11:20:27,17.91,-66.36,7.94,,,,
1247,09/10/2022 11:35:27,17.99,-66.71,7.95,,,,
1248,09/10/2022 11:50:27,18.03,-67.36,7.96,,,,
1249,09/10/2022 12:05:27,18.08,-67.47,7.96,,,,
1250,09/10/2022 12:20:27,18.13,-67.75,7.96,,,,
1251,09/10/2022 12:35:27,18.20,-68.22,7.97,,,,
1252,09/10/2022 12:50:27,18.25,-68.10,7.97,,,,
1253,09/10/2022 13:05:27,18.32,-68.41,7.98,,,,
1254,09/10/2022 13:20:27,18.37,-69.25,7.99,,,,
1255,09/10/2022 13:35:27,18.39,-70.10,8.01,,,,
1256,09/10/2022 13:50:27,18.39,-70.50,8.01,,,,
1257,09/10/2022 14:05:27,18.41,-70.46,8.01,,,,
1258,09/10/2022 14:20:27,18.41,-70.63,8.01,,,,
1259,09/10/2022 14:35:27,18.41,-70.64,8.01,,,,
1260,09/10/2022 14:50:27,18.46,-71.56,8.03,,,,
1261,09/10/2022 15:05:27,18.49,-71.46,8.03,,,,
1262,09/10/2022 15:20:27,18.53,-70.30,8.01,,,,
1263,09/10/2022 15:35:27,18.58,-68.74,7.98,,,,
1264,09/10/2022 15:50:27,18.58,-68.24,7.97,,,,
1265,09/10/2022 16:05:27,18.53,-68.14,7.97,,,,
1266,09/10/2022 16:20:27,18.58,-68.71,7.98,,,,
1267,09/10/2022 16:35:27,18.77,-70.63,8.01,,,,
1268,09/10/2022 16:50:27,18.98,-72.44,8.05,,,,
1269,09/10/2022 17:05:27,19.22,-74.58,8.08,,,,
1270,09/10/2022 17:20:27,19.86,-85.72,8.28,,,,
1271,09/10/2022 17:35:27,20.27,-70.42,8.00,,,,
1272,09/10/2022 17:50:27,20.03,-64.55,7.90,,,,
1273,09/10/2022 18:05:27,19.75,-59.97,7.82,,,,
1274,09/10/2022 18:20:27,19.48,-55.77,7.75,,,,
1275,09/10/2022 18:35:27,19.34,-52.20,7.68,,,,
1276,09/10/2022 18:50:27,18.77,-62.92,7.88,,,,
1277,09/10/2022 19:05:27,19.41,-78.96,8.16,,,,
1278,09/10/2022 19:20:27,19.22,-73.03,8.05,,,,
1279,09/10/2022 19:35:27,19.08,-71.99,8.04,,,,
1280,09/10/2022 19:50:27,18.94,-70.38,8.01,,,,
1281,09/10/2022 20:05:27,18.82,-69.42,7.99,,,,
1282,09/10/2022 20:20:27,18.79,-69.39,7.99,,,,
1283,09/10/2022 20:35:27,18.72,-69.99,8.00,,,,
1284,09/10/2022 20:50:27,18.72,-69.35,7.99,,,,
1285,09/10/2022 21:05:27,18.68,-69.46,7.99,,,,
1286,09/10/2022 21:20:27,18.65,-68.91,7.98,,,,
1287,09/10/2022 21:35:27,18.63,-68.96,7.98,,,,
1288,09/10/2022 21:50:27,18.58,-69.42,7.99,,,,
1289,09/10/2022 22:05:27,18.56,-69.52,7.99,,,,
1290,09/10/2022 22:20:27,18.49,-69.64,8.00,,,,
1291,09/10/2022 22:35:27,18.46,-69.60,8.00,,,,
1292,09/10/2022 22:50:27,18.44,-69.02,7.99,,,,
1293,09/10/2022 23:05:27,18.44,-69.63,8.00,,,,
1294,09/10/2022 23:20:27,18.44,-68.91,7.98,,,,
